Order,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5,meta_mean,pam_mean,meta_std,pam_std
Ochrophyta,0.0,0.0,0.0,0.0,0.0,5.908253608099781e-05,5.5156830264249704e-05,5.6553643200843293e-05,5.8993533945020857e-05,5.737244504492475e-05,0.0,5.7431797707207276e-05,0.0,1.6668917329335639e-06
Oligoflexales,0.0,0.0,0.0,0.0,0.0,2.9086786993722e-05,3.1215129215481975e-05,3.0195605923307403e-05,2.626424456456408e-05,2.7070097309929283e-05,0.0,2.876637280140095e-05,0.0,2.0784475458525533e-06
Opiliones,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,2.0197729714586892e-07,2.0203265049664675e-07,0.0,0.0,1.2120030479756148e-07,0.0,1.1064023672290027e-07
Oscillospirales,0.0,0.0,0.0,0.0,0.0,0.005177549080670689,0.005155143232994371,0.005149815145328219,0.0051543579957957,0.005178570220084941,0.0,0.005163087134974784,0.0,1.3823195691485478e-05
Parabasalia,0.0,0.0,0.0,0.0,0.0,4.948793620459646e-06,5.556090960684494e-06,5.554375671511395e-06,5.858946864402756e-06,4.141320857116047e-06,0.0,5.211905594834868e-06,0.0,6.837015642266727e-07
Pasteurellales,0.0,0.0,0.0,0.0,0.0,2.2219073397982086e-06,2.121416548624989e-06,2.019772971458689e-06,1.616261203973174e-06,1.3131017351831368e-06,0.0,1.8584919598076396e-06,0.0,3.8188279573900353e-07
PeM15,0.0,0.0,0.0,0.0,0.0,9.089620935538125e-07,1.0101983564880899e-06,1.3128524314481479e-06,1.3132122282282039e-06,8.080626062665457e-07,0.0,1.07065754319696e-06,0.0,2.32512350059033e-07
Peptostreptococcales-Tissierellales,0.0,0.0,0.0,0.0,0.0,0.0002161309866894621,0.00021820284500142741,0.00021843844686325722,0.00021789221356063353,0.000213934575009068,0.0,0.00021691981342476964,0.0,1.8994654240297786e-06
Peronosporomycetes,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-07,7.071388495416629e-07,4.0395459429173784e-07,3.0304897574497013e-07,7.070547804832275e-07,0.0,5.454343858194946e-07,0.0,1.8350874443975746e-07
Phycisphaerales,0.0,0.0,0.0,0.0,0.0,9.089620935538125e-07,5.050991782440449e-07,8.079091885834757e-07,4.040653009932935e-07,9.090704320498639e-07,0.0,7.070212386848982e-07,0.0,2.3682123137223053e-07
Pilobolus longipes ,0.0,0.0,0.0,0.0,0.0,0.0001152361943049889,0.00011991054491513627,0.00011886363937034385,0.00011637080668606853,0.00011524992921876608,0.0,0.00011712622289906073,0.0,2.14676528758171e-06
Pirellulales,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,0.0,3.0296594571880336e-07,0.0,3.0302347734995466e-07,0.0,2.0199451515186826e-07,0.0,1.8894778312484833e-07
Planctomycetales,0.0,0.0,0.0,0.0,0.0,2.7268862806614377e-06,4.1418132616011685e-06,3.837568645771509e-06,5.050816262416169e-06,3.93930520554941e-06,0.0,3.939277931199939e-06,0.0,8.301771370625399e-07
Propionibacteriales,0.0,0.0,0.0,0.0,0.0,0.0,1.4142776990833259e-06,1.2118637828752134e-06,1.3132122282282039e-06,1.2120939093998187e-06,0.0,1.0302895239173122e-06,0.0,5.820246396142646e-07
Protalveolata,0.0,0.0,0.0,0.0,0.0,1.1412524063508979e-05,1.293053896304755e-05,1.2926547017335611e-05,1.1313828427812218e-05,1.3333033003398004e-05,0.0,1.2383294295020472e-05,0.0,9.464084668748848e-07
Pseudomonadales,0.0,0.0,0.0,0.0,0.0,1.0301570393609876e-05,8.384646358851146e-06,9.997876208720511e-06,9.293501922845751e-06,9.69675127519855e-06,0.0,9.534869231845167e-06,0.0,7.432500863536958e-07
Pseudonocardiales,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,0.0,0.0,0.0,0.0,4.0407934259523595e-08,0.0,9.035488783463738e-08
Pucciniomycetes,0.0,0.0,0.0,0.0,0.0,3.231865221524667e-06,2.7275355625178427e-06,1.8177956743128202e-06,3.232522407946348e-06,4.141320857116047e-06,0.0,3.0302079446835452e-06,0.0,8.481926060444477e-07
Puniceispirillales,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,0.0,4.0395459429173784e-07,0.0,3.0302347734995466e-07,0.0,2.2219224486645514e-07,0.0,2.069770285191755e-07
Retaria,0.0,0.0,0.0,0.0,0.0,0.00012826465097926022,0.00012677989373925528,0.0001163389231560205,0.00012182568824947799,0.00012322954745564823,0.0,0.00012328774071593244,0.0,4.674179549896133e-06
Rhabditophora,0.0,0.0,0.0,0.0,0.0,6.160743078531396e-06,6.364249645874966e-06,4.746466482927919e-06,3.5355713836913184e-06,5.858453895432456e-06,0.0,5.333096897291612e-06,0.0,1.1831639132879982e-06
Rhizobiales,0.0,0.0,0.0,0.0,0.0,0.0007639321417378931,0.0007717915443569007,0.0007772086394173035,0.0007602488638188818,0.0007782652976604668,0.0,0.0007702892973982892,0.0,7.983958207493482e-06
Rhizophydiales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197729714586892e-07,2.0203265049664675e-07,0.0,0.0,8.080198952850313e-08,0.0,1.1064268262093658e-07
Rhodobacterales,0.0,0.0,0.0,0.0,0.0,9.493604088228708e-06,8.990765372744e-06,8.483046480126495e-06,7.980289694617548e-06,6.363493024349047e-06,0.0,8.26223973201316e-06,0.0,1.2021333422737982e-06
Rhodocyclales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0203265049664675e-07,0.0,0.0,4.040653009932935e-08,0.0,9.035174803699175e-08
Rhodospirillales,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,0.0,2.0203265049664675e-07,0.0,0.0,8.081446435885295e-08,0.0,1.1065976278294221e-07
Rhodothermaceae,0.0,0.0,0.0,0.0,0.0,0.0,1.111218192136899e-06,1.9187843228857545e-06,1.0101632524832338e-06,2.0201565156663643e-06,0.0,1.2120644566344506e-06,0.0,8.173891450163267e-07
Rickettsiales,0.0,0.0,0.0,0.0,0.0,4.342818891423771e-06,4.646912439845214e-06,5.958330265803133e-06,4.4447183109262285e-06,4.141320857116047e-06,0.0,4.7068201530228785e-06,0.0,7.22988631348506e-07
SAR11 clade,0.0,0.0,0.0,0.0,0.0,2.6258904924887917e-06,2.5254958912202246e-06,1.7168070257398858e-06,2.2223591554631143e-06,1.6161252125330915e-06,0.0,2.141335555489022e-06,0.0,4.596215430089119e-07
Saccharomycetes,0.0,0.0,0.0,0.0,0.0,0.0007515096597926577,0.0007194632694908176,0.0007403477826881825,0.0007423689742499285,0.0006872572466296972,0.0,0.0007281893865702567,0.0,2.5711415973702012e-05
Salinisphaerales,0.0,0.0,0.0,0.0,0.0,0.0,8.081586851904719e-07,7.069205400105411e-07,0.0,6.060469546999093e-07,0.0,4.242252359801844e-07,0.0,3.9380031977716997e-07
Schizoplasmodiopsis,0.0,0.0,0.0,0.0,0.0,1.0099578817264583e-06,1.3132578634345168e-06,8.079091885834757e-07,9.091469272349104e-07,1.414109560966455e-06,0.0,1.090876284389163e-06,0.0,2.615229637314301e-07
Selenomonadales,0.0,0.0,0.0,0.0,0.0,0.0005262890521676574,0.0005296469983067055,0.0005278676660907284,0.00052538590761653,0.0005269578271115712,0.0,0.0005272294902586385,0.0,1.6285449933804933e-06
Semaeostomeae,0.0,0.0,0.0,0.0,0.0,1.817924187107625e-06,1.0101983564880899e-06,1.514829728594017e-06,1.5152448787248506e-06,1.0100782578331821e-06,0.0,1.373655081749553e-06,0.0,3.5413340972073265e-07
Solanum tuberosum (potato)  ,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,2.0203967129761797e-07,2.0197729714586892e-07,0.0,0.0,0.0,1.2120170895775572e-07,0.0,1.1064151908692927e-07
Solirubrobacterales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197729714586892e-07,0.0,3.0302347734995466e-07,0.0,1.0100015489916471e-07,0.0,1.42839857829785e-07
Sordariomycetes,0.0,0.0,0.0,0.0,0.0,1.262447352158073e-05,1.2021360442208269e-05,1.2017649180179201e-05,1.282907330653707e-05,1.0807837358815048e-05,0.0,1.2060078761864064e-05,0.0,7.876074472288787e-07
Sphingobacteriales,0.0,0.0,0.0,0.0,0.0,8.382650418329605e-06,7.98056701625591e-06,8.685023777272363e-06,7.7782570441209e-06,8.080626062665457e-06,0.0,8.181424863728846e-06,0.0,3.560730801048068e-07
Sphingomonadales,0.0,0.0,0.0,0.0,0.0,2.3128035491535898e-05,2.2325383678386785e-05,2.3530355117493727e-05,2.5860179263570784e-05,2.484792514269628e-05,0.0,2.3938375738736694e-05,0.0,1.409386784797981e-06
Spirochaetales,0.0,0.0,0.0,0.0,0.0,3.969134475184981e-05,4.222629130120216e-05,4.594983510068518e-05,4.0204497448832706e-05,4.464545899622665e-05,0.0,4.25434855197593e-05,0.0,2.726155456473478e-06
Spirotrichea,0.0,0.0,0.0,0.0,0.0,1.4139410344170417e-06,1.2122380277857078e-06,1.9187843228857545e-06,1.5152448787248506e-06,1.8181408640997278e-06,0.0,1.5756698255826165e-06,0.0,2.9086500757382565e-07
Staphylococcales,0.0,0.0,0.0,0.0,0.0,0.0,3.0305950694642694e-07,0.0,0.0,0.0,0.0,6.061190138928538e-08,0.0,1.3553233175195607e-07
Steroidobacterales,0.0,0.0,0.0,0.0,0.0,1.817924187107625e-06,1.4142776990833259e-06,1.2118637828752134e-06,1.4142285534765273e-06,1.2120939093998187e-06,0.0,1.4140776263885021e-06,0.0,2.4737621543395935e-07
Streptomycetales,0.0,0.0,0.0,0.0,0.0,0.0007985736970811106,0.0008029056537367338,0.0007966994485918799,0.0007845937982037277,0.0008034162462805131,0.0,0.000797237768778793,0.0,7.61976031597125e-06
SubsectionII,0.0,0.0,0.0,0.0,0.0,1.5149368225896874e-06,1.6163173703809437e-06,1.8177956743128202e-06,1.4142285534765273e-06,2.6262034703662736e-06,0.0,1.7978963782252502e-06,0.0,4.864994005234008e-07
SubsectionIII,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,0.0,2.0197729714586892e-07,0.0,2.0201565156663643e-07,0.0,1.6159522028061772e-07,0.0,1.6899886361330926e-07
Thermococcales,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-07,7.071388495416629e-07,8.079091885834757e-07,7.071142767382636e-07,6.060469546999093e-07,0.0,6.868367997198374e-07,0.0,8.448009555509341e-08
Thermoplasmatales,0.0,0.0,0.0,0.0,0.0,3.090471118082963e-05,2.9497792009452222e-05,3.0195605923307403e-05,3.131506082698025e-05,2.929226947716228e-05,0.0,3.0241087883546358e-05,0.0,8.730159645405878e-07
Trematoda,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,0.0,3.0304897574497013e-07,0.0,0.0,1.0101772940851762e-07,0.0,1.4285989833037697e-07
Tremellomycetes,0.0,0.0,0.0,0.0,0.0,2.9793757510930523e-05,3.1720228393726025e-05,3.433614051479771e-05,3.313335468145007e-05,3.6867856410911146e-05,0.0,3.31702675023631e-05,0.0,2.6709651491974616e-06
Tunicata,0.0,0.0,0.0,0.0,0.0,7.97866726563902e-06,7.98056701625591e-06,9.694910263001707e-06,7.879273369369224e-06,8.48465736579873e-06,0.0,8.403615056012918e-06,0.0,7.596867183921769e-07
Tylenchida,0.0,0.0,0.0,0.0,0.0,4.847797832287e-06,5.556090960684494e-06,5.453387022938461e-06,5.555897888657786e-06,5.757446069649138e-06,0.0,5.434123954843376e-06,0.0,3.458292277907494e-07
Unknown Family,0.0,0.0,0.0,0.0,0.0,5.049789408632291e-07,5.050991782440449e-07,4.0395459429173784e-07,3.0304897574497013e-07,5.050391289165911e-07,0.0,4.4442416361211457e-07,0.0,9.034273940503898e-08
Unknown Order,0.0,0.0,0.0,0.0,0.0,1.5149368225896874e-06,1.9193768773273707e-06,1.514829728594017e-06,1.7172775292214974e-06,1.5151173867497733e-06,0.0,1.636307668896469e-06,0.0,1.808722973833321e-07
Veillonellales-Selenomonadales,0.0,0.0,0.0,0.0,0.0,0.0003479304902547649,0.0003530643255925874,0.0003604284867568031,0.00035365815469438016,0.00035958785978861284,0.0,0.00035493386341742966,0.0,5.148310595347934e-06
Vertebrata,0.0,0.0,0.0,0.0,0.0,2.322903127970854e-06,3.1316149051130784e-06,2.6257048628962957e-06,2.8284571069530545e-06,2.3231799930163187e-06,0.0,2.6463719991899204e-06,0.0,3.457339939327259e-07
Vibrionales,0.0,0.0,0.0,0.0,0.0,7.675679901121084e-06,5.7581306319821125e-06,5.554375671511395e-06,5.656914213906109e-06,6.464500850132366e-06,0.0,6.2219202537306135e-06,0.0,8.877233332606383e-07
Xanthomonadales,0.0,0.0,0.0,0.0,0.0,6.05974729035875e-07,6.061190138928539e-07,4.0395459429173784e-07,9.091469272349104e-07,0.0,0.0,5.050390528910755e-07,0.0,3.3503389979860893e-07
Xylariales,0.0,0.0,0.0,0.0,0.0,0.00011998299634910326,6.354147662310086e-05,0.00013704159611347205,8.303541935412182e-05,7.98971901946047e-05,0.0,9.669973572688055e-05,0.0,3.0569940913199444e-05
marine metagenome   ,0.0,0.0,0.0,0.0,0.0,4.342818891423771e-06,3.1316149051130784e-06,3.6355913486256405e-06,2.8284571069530545e-06,3.4342660766328192e-06,0.0,3.4745496657496724e-06,0.0,5.736916602177508e-07
pItb-vmat-80,0.0,0.0,0.0,0.0,0.0,7.069705172085208e-07,1.0101983564880899e-06,6.059318914376067e-07,1.5152448787248506e-06,6.060469546999093e-07,0.0,8.888785197117954e-07,0.0,3.8736169418652973e-07
uncultured,0.0,0.0,0.0,0.0,0.0,0.0005892094281992158,0.0007957332454056684,0.0007935688004861189,0.0007980289694617547,0.0006033197434037597,0.0,0.0007159720373913034,0.0,0.00010940263534001396
uncultured Acidobacteria bacterium ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0395459429173784e-07,0.0,1.919148689883046e-06,0.0,4.646206568349568e-07,0.0,8.317074657505008e-07
uncultured Aspergillus ,0.0,0.0,0.0,0.0,0.0,3.837839950560542e-06,4.242833097249978e-06,3.332625402906837e-06,3.737604034187965e-06,3.737289553982774e-06,0.0,3.7776384077776187e-06,0.0,3.2453723994409515e-07
uncultured Mucoromycotina ,0.0,0.0,0.0,0.0,0.0,0.0,2.0203967129761797e-07,0.0,0.0,0.0,0.0,4.0407934259523595e-08,0.0,9.035488783463738e-08
uncultured Setosphaeria   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049432428646723e-07,0.0,0.0,0.0,1.0098864857293446e-07,0.0,2.258174831649186e-07
uncultured ammonia-oxidizing archaeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0201565156663643e-07,0.0,4.0403130313327284e-08,0.0,9.034414588438218e-08
uncultured archaeon ,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,2.0203967129761797e-07,0.0,7.071142767382636e-07,4.0403130313327287e-07,0.0,3.0303536550288925e-07,0.0,2.6726408112754565e-07
uncultured archaeon  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0304897574497013e-07,0.0,0.0,6.060979514899403e-08,0.0,1.3552762205548765e-07
uncultured bacterium,0.0,0.0,0.0,0.0,0.0,0.0,3.0305950694642694e-07,4.0395459429173784e-07,3.0304897574497013e-07,2.0201565156663643e-07,0.0,2.4241574570995426e-07,0.0,1.5317181148747312e-07
uncultured bacterium ,0.0,0.0,0.0,0.0,0.0,1.817924187107625e-06,1.111218192136899e-06,1.3128524314481479e-06,1.5152448787248506e-06,1.2120939093998187e-06,0.0,1.3938667197634683e-06,0.0,2.8020182581105706e-07
uncultured bacterium  ,0.0,0.0,0.0,0.0,0.0,3.110670275717492e-05,3.242736724326768e-05,3.150845835475555e-05,2.990083227350372e-05,3.0403355560778784e-05,0.0,3.106934323789613e-05,0.0,9.80740087724321e-07
uncultured bacterium   ,0.0,0.0,0.0,0.0,0.0,2.9288778570067293e-06,3.9397735903035504e-06,5.150421077219658e-06,4.747767286671199e-06,2.7272112961495918e-06,0.0,3.898810221470146e-06,0.0,1.0726542620780545e-06
uncultured cyanobacterium   ,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,0.0,0.0,0.0,0.0,4.0398315269058335e-08,0.0,9.033337911808215e-08
uncultured deep-sea bacterium ,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,3.0305950694642694e-07,2.0197729714586892e-07,2.0203265049664675e-07,0.0,0.0,1.8181220618684686e-07,0.0,1.1065632663959557e-07
uncultured diatom   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197729714586892e-07,3.0304897574497013e-07,2.0201565156663643e-07,0.0,1.414083848914951e-07,0.0,1.3551953471014122e-07
uncultured eukaryote   ,0.0,0.0,0.0,0.0,0.0,4.0398315269058336e-07,5.050991782440449e-07,8.079091885834757e-07,7.071142767382636e-07,5.050391289165911e-07,0.0,5.858289850345917e-07,0.0,1.659382024194926e-07
uncultured freshwater cryptophyte  ,0.0,0.0,0.0,0.0,0.0,2.0199157634529166e-06,1.4142776990833259e-06,1.110875134302279e-06,2.0203265049664675e-06,1.6161252125330915e-06,0.0,1.6363040628676159e-06,0.0,3.938304279924696e-07
uncultured fungus   ,0.0,0.0,0.0,0.0,0.0,7.77667568929373e-06,9.192805044041619e-06,8.079091885834756e-06,8.283338670362518e-06,6.8685321532656385e-06,0.0,8.040088688559652e-06,0.0,8.413349396662402e-07
uncultured organism  ,0.0,0.0,0.0,0.0,0.0,2.0199157634529168e-07,0.0,0.0,0.0,0.0,0.0,4.0398315269058335e-08,0.0,9.033337911808215e-08
uncultured organism   ,0.0,0.0,0.0,0.0,0.0,5.958751502186104e-06,4.444872768547596e-06,4.746466482927919e-06,3.3335387331946716e-06,4.3433365086826834e-06,0.0,4.565393199107795e-06,0.0,9.428062722539749e-07
uncultured planctomycete  ,0.0,0.0,0.0,0.0,0.0,0.0,7.071388495416629e-07,0.0,6.060979514899403e-07,0.0,0.0,2.6264736020632065e-07,0.0,3.6141454737415625e-07
unknown,0.0,0.0,0.0,0.0,0.0,3.080371539265698e-05,3.222532757197007e-05,3.322526538049544e-05,3.101201185123528e-05,3.1312425992828646e-05,0.0,3.171574923783729e-05,0.0,1.0034977264029035e-06
