# Constructed from biom file
#OTU ID	OL-16S-1a	OL-16S-1b	OL-16S-2a	OL-16S-2b	OL-16S-3a	OL-16S-3b	OL-16S-4a	OL-16S-4b
5d62e1de9f8b39a0c2eee5a6880b971a	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0
3e505dedf89f3c9890c8903c8744e04f	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0
d31c2538d7797e232d5a409419597344	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0
df53ffbec5794c0c24f03b2313343072	0.0	0.0	0.0	0.0	60.0	0.0	0.0	35.0
54f2eaa9238e7b76cb144e039a5593f7	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0
1a778d0209ae5b70e54b37cadb3cbc59	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
080442e38555cae2bfdf6f4474324116	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0
68b29db400619da240e010f5727e12c4	0.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0
dd72258acedd6d827123b6afed9a06f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0
7cef6bee54c1ecf03af4a5c6426946f5	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ff9f6eec178da0a915898a3c9d664e3b	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0
98f25dc1fbf976ce606a8d91f19a9097	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0
061234c3c60a6e2a05f9728fd4abbe37	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0
93c2b4545be90892ed963596825f86d0	0.0	52.0	40.0	0.0	0.0	0.0	0.0	0.0
982014c21071240155b66fcc319ad75a	0.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0
98912a513f3a2008aee95eece680c8d7	0.0	0.0	54.0	38.0	0.0	0.0	0.0	0.0
5475034ff06592320d9bce862a97789d	0.0	0.0	46.0	46.0	0.0	0.0	0.0	0.0
d840364f2d91ba0888687dc52997888d	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0
b4ec1e5727c38d955c18e9cc6bcd798a	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0
f66c48faac8dfcb21f546d9e4277dd60	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ae28f1e66839c826f0f20ca48acdadbf	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0
