,taxa_id,domain,kingdom,phylum,class,order,family,genus,species
5546,1616789,Bacteria,N/A,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,N/A,Salinispira
5547,1573534,Bacteria,N/A,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,N/A,Faecalitalea
5548,1561962,Eukaryota,N/A,Cercozoa,Chlorarachniophyceae,N/A,N/A,N/A,Amorphochlora
5549,1540147,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trigonopsidaceae,N/A,Tortispora
5550,1538466,Bacteria,N/A,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,N/A,Rhizocola
5551,1522431,Bacteria,N/A,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,N/A,Thermosulfurimonas
5552,1522056,Bacteria,N/A,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,N/A,Flaviflexus
5553,1513458,Viruses,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Marseilleviridae,N/A,Marseillevirus
5554,1505231,Bacteria,N/A,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,N/A,Chitinivibrio
5555,1501513,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae,N/A,Pseudoderbesia
5556,1494215,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,N/A,Verruconis
5557,1484107,Bacteria,N/A,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,N/A,Galbitalea
5558,1472649,Bacteria,N/A,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,N/A,Dielma
5559,1470208,Eukaryota,N/A,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,N/A,Paratrypanosoma
5560,1450170,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,N/A,N/A,Aaosphaeria
5561,1448928,Bacteria,N/A,Candidatus Fervidibacterota,N/A,N/A,N/A,N/A,Candidatus Fervidibacter
5562,1443143,Eukaryota,N/A,Discosea,Flabellinia,N/A,Vannellidae,N/A,Paravannella
5563,1434047,Bacteria,N/A,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,N/A,Spinactinospora
5564,1434042,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Bacillaceae,N/A,Salisediminibacterium
5565,1434024,Bacteria,N/A,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,N/A,Natronoflexus
5566,1434004,Bacteria,N/A,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,N/A,Fonticella
5567,1433997,Bacteria,N/A,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,N/A,Diaminobutyricimonas
5568,1408818,Bacteria,N/A,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,N/A,Youngiibacter
5569,1392389,Bacteria,N/A,Bacillota,Clostridia,Eubacteriales,N/A,N/A,Intestinimonas
5570,1385270,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Xyelidae,N/A,Megaxyela
5571,1347386,Bacteria,N/A,Bacillota,Tissierellia,Tissierellales,Sporanaerobacteraceae,N/A,Anaerosalibacter
5572,1335631,Bacteria,N/A,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,N/A,Frischella
5573,1288022,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Bignoniaceae,N/A,Handroanthus
5574,1270155,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Bacillaceae,N/A,Falsibacillus
5575,1250629,Eukaryota,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,Camisiidae,N/A,Neonothrus
5576,1231656,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,N/A,Clohesyomyces
5577,1210422,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Polynoidae,N/A,Melaenis
5578,1198980,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,N/A,N/A,N/A,Pbunavirus
5579,1198140,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,N/A,N/A,N/A,Felixounavirus
5580,1185408,Bacteria,N/A,Bacillota,Clostridia,Lachnospirales,Defluviitaleaceae,N/A,Defluviitalea
5581,1184396,Bacteria,N/A,Thermotogota,Thermotogae,Kosmotogales,Kosmotogaceae,N/A,Mesotoga
5582,1148152,Eukaryota,N/A,N/A,N/A,N/A,N/A,N/A,Microheliella
5583,1146865,Bacteria,N/A,Pseudomonadota,Betaproteobacteria,Burkholderiales,N/A,N/A,Rivibacter
5584,1087300,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Calanoida,Diaptomidae,N/A,Phyllodiaptomus
5585,1081703,Eukaryota,N/A,Ciliophora,Spirotrichea,Euplotida,Discocephalidae,N/A,Paradiscocephalus
5586,1080709,Archaea,N/A,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,N/A,Methanomassiliicoccus
5587,1076727,Bacteria,N/A,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,N/A,Candidatus Photodesmus
5588,1072081,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,N/A,N/A,N/A,Jenufa
5589,1053258,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,N/A,Thelonectria
5590,1048757,Bacteria,N/A,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,N/A,Candidatus Moranella
5591,1007342,Bacteria,N/A,Chrysiogenota,Chrysiogenia,Chrysiogenales,Chrysiogenaceae,N/A,Desulfurispira
5592,999306,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Choreutidae,N/A,Anthophila
5593,980548,Bacteria,N/A,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,N/A,Plectolyngbya
5594,937253,Bacteria,N/A,Bacillota,Clostridia,Eubacteriales,Syntrophomonadaceae,N/A,Thermohydrogenium
5595,908284,Bacteria,N/A,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,N/A,Necropsobacter
5596,884214,Bacteria,N/A,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,N/A,Candidatus Zinderia
5597,882045,Bacteria,N/A,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,N/A,Cuspidothrix
5598,868094,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Nereididae,N/A,Alitta
5599,857334,Bacteria,N/A,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,N/A,Candidatus Dactylopiibacterium
5600,795339,Eukaryota,N/A,Oomycota,N/A,Pythiales,Pythiaceae,N/A,Phytopythium
5601,768669,Bacteria,N/A,Chloroflexota,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,N/A,Thermogemmatispora
5602,767528,Bacteria,N/A,Bacillota,Bacilli,Bacillales,N/A,N/A,Geomicrobium
5603,766733,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,N/A,Scheffersomyces
5604,756023,Eukaryota,Fungi,Ascomycota,Leotiomycetes,N/A,N/A,N/A,Xylogone
5605,705900,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,N/A,Salazaria
5606,705752,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,N/A,Arawacus
5607,703505,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Patellariales,Patellariaceae,N/A,Patellaria
5608,696745,Bacteria,N/A,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,N/A,Alkalibaculum
5609,695982,Archaea,N/A,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,N/A,Halogranum
5610,693142,Eukaryota,N/A,Ciliophora,Prostomatea,Prorodontida,Placidae,N/A,Placus
5611,693074,Bacteria,N/A,Caldisericota,Caldisericia,Caldisericales,Caldisericaceae,N/A,Caldisericum
5612,690565,Bacteria,N/A,Actinomycetota,Actinomycetes,Micrococcales,Beutenbergiaceae,N/A,Serinibacter
5613,680682,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,N/A,Amyelois
5614,671928,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,N/A,Seirophora
5615,655749,Eukaryota,N/A,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,N/A,Brockmanniella
5616,653683,Bacteria,N/A,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,N/A,Anaerosporobacter
5617,651456,Bacteria,N/A,Thermotogota,Thermotogae,Kosmotogales,Kosmotogaceae,N/A,Kosmotoga
5618,647960,Bacteria,N/A,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsaceae,N/A,Marinactinospora
5619,644269,Eukaryota,N/A,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,N/A,Kumanoa
5620,633405,Bacteria,N/A,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,N/A,Lacticigenium
5621,596707,Bacteria,N/A,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,N/A,Sinomonas
5622,561108,Eukaryota,Fungi,Basidiomycota,Exobasidiomycetes,Microstromatales,N/A,N/A,Jaminaea
5623,558016,Viruses,N/A,N/A,Naldaviricetes,Lefavirales,Baculoviridae,N/A,Alphabaculovirus
5624,555078,Bacteria,N/A,Bacillota,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,N/A,Fervidicola
5625,543311,Bacteria,N/A,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,N/A,Parvimonas
5626,500614,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,N/A,Desmospora
5627,497706,Eukaryota,N/A,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,N/A,Grammonema
5628,496496,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Planococcaceae,N/A,Viridibacillus
5629,467943,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,N/A,Cristinia
5630,466108,Bacteria,N/A,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,N/A,Biostraticola
5631,446948,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Drepanopezizaceae,N/A,Diplocarpon
5632,439698,Bacteria,N/A,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,N/A,Pseudosporangium
5633,431342,Eukaryota,N/A,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,N/A,Craticula
5634,427077,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Bacillaceae,N/A,Salsuginibacillus
5635,418453,Bacteria,N/A,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,N/A,Desulfovirgula
5636,412592,Bacteria,N/A,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,N/A,Thermosulfidibacter
5637,407997,Bacteria,N/A,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,N/A,Venenivibrio
5638,407951,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,N/A,Neofusicoccum
5639,397163,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Mycetophilidae,N/A,Cordyla
5640,396388,Bacteria,N/A,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,N/A,Aestuariimicrobium
5641,392825,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Bacillaceae,N/A,Halalkalibacillus
5642,385023,Eukaryota,N/A,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,N/A,Acanthophora
5643,380895,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Pamphagidae,N/A,Eumigus
5644,376170,Archaea,N/A,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,N/A,Haloplanus
5645,373053,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Bacillaceae,N/A,Calditerricola
5646,372085,Eukaryota,N/A,Cercozoa,N/A,Cercomonadida,Cercomonadidae,N/A,Paracercomonas
5647,372047,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Phaeotrichales,Phaeotrichaceae,N/A,Trichodelitschia
5648,364409,Bacteria,N/A,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,N/A,Granulibacter
5649,351094,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Bacillaceae,N/A,Paucisalibacillus
5650,349312,Bacteria,N/A,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,N/A,Krasilnikovia
5651,343801,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Lycidae,N/A,Lycostomus
5652,339721,Bacteria,N/A,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfohalobiaceae,N/A,Desulfovermiculus
5653,338156,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Chironomidae,N/A,Diamesa
5654,329878,Eukaryota,Fungi,Ascomycota,Dothideomycetes,N/A,N/A,N/A,Cryomyces
5655,329162,Bacteria,N/A,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,N/A,Chroogloeocystis
5656,318579,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Platygastridae,N/A,Platygaster
5657,309722,Eukaryota,N/A,N/A,Phaeophyceae,Ectocarpales,Chordariaceae,N/A,Eudesme
5658,298419,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,N/A,Apocyclops
5659,295924,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Nitidulidae,N/A,Glischrochilus
5660,293431,Archaea,N/A,Euryarchaeota,Halobacteria,Halobacteriales,Haloferacaceae,N/A,Haloquadratum
5661,293136,Bacteria,N/A,Bacillota,Clostridia,Moorellales,Desulfitibacteraceae,N/A,Desulfitibacter
5662,291242,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Harpacticoida,Tisbidae,N/A,Tisbe
5663,289257,Eukaryota,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Chrysotrichaceae,N/A,Chrysothrix
5664,286660,Eukaryota,Fungi,Ascomycota,Dothideomycetes,N/A,N/A,N/A,Peltaster
5665,285105,Bacteria,N/A,Bacillota,Tissierellia,Tissierellales,Tepidimicrobiaceae,N/A,Tepidimicrobium
5666,282354,Eukaryota,N/A,Rhodophyta,Florideophyceae,Gigartinales,Choreocolacaceae,N/A,Harveyella
5667,265103,Eukaryota,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,N/A,Trichoglossum
5668,247501,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,N/A,Parachlorella
5669,246263,Bacteria,N/A,Aquificota,Aquificia,Aquificales,Aquificaceae,N/A,Hydrogenivirga
5670,243023,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,N/A,Pochonia
5671,242508,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,N/A,Dothistroma
5672,240913,Eukaryota,Metazoa,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,N/A,Drunella
5673,239297,Eukaryota,Metazoa,Arthropoda,Insecta,Psocoptera,Liposcelididae,N/A,Embidopsocus
5674,233770,Eukaryota,N/A,N/A,Phaeophyceae,Ectocarpales,Ishigeaceae,N/A,Ishige
5675,232513,Eukaryota,N/A,Bacillariophyta,Fragilariophyceae,Licmophorales,Ulnariaceae,N/A,Tabularia
5676,231006,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,N/A,N/A,Trichothecium
5677,223787,Bacteria,N/A,Aquificota,Aquificia,Desulfurobacteriales,Desulfurobacteriaceae,N/A,Balnearium
5678,216765,Eukaryota,N/A,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,N/A,Planktoniella
5679,214344,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,N/A,Semiothisa
5680,213865,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,N/A,Eciton
5681,210615,Eukaryota,N/A,Bacillariophyta,Fragilariophyceae,Fragilariales,Staurosiraceae,N/A,Staurosira
5682,210613,Eukaryota,N/A,Bacillariophyta,Fragilariophyceae,Rhabdonematales,Rhabdonemataceae,N/A,Rhabdonema
5683,210429,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,N/A,Setomelanomma
5684,208447,Bacteria,N/A,Deinococcota,Deinococci,Thermales,Thermaceae,N/A,Oceanithermus
5685,206852,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,N/A,Digitonthophagus
5686,205395,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,N/A,Capsosiphon
5687,204619,Bacteria,N/A,Pseudomonadota,Gammaproteobacteria,N/A,N/A,N/A,Candidatus Nardonella
5688,202699,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Postiaceae,N/A,Amylocystis
5689,200888,Eukaryota,N/A,Discosea,Flabellinia,Dactylopodida,Paramoebidae,N/A,Korotnevella
5690,200858,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Bosminidae,N/A,Eubosmina
5691,200414,Archaea,N/A,Thermoproteota,Thermoprotei,Acidilobales,Caldisphaeraceae,N/A,Caldisphaera
5692,198346,Bacteria,N/A,Pseudomonadota,Gammaproteobacteria,N/A,N/A,N/A,Candidatus Palibaumannia
5693,196136,Archaea,N/A,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,N/A,Methanosalsum
5694,195537,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,N/A,Oogamochlamys
5695,192992,Bacteria,N/A,Actinomycetota,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,N/A,Thermoleophilum
5696,186109,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Cossidae,N/A,Prionoxystus
5697,184431,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,N/A,Coprinopsis
5698,181599,Eukaryota,Metazoa,Platyhelminthes,Monogenea,Capsalidea,Capsalidae,N/A,Neobenedenia
5699,178367,Eukaryota,N/A,Cercozoa,Imbricatea,Euglyphida,Euglyphidae,N/A,Assulina
5700,175660,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,N/A,Pyrrhoderma
5701,173369,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,Trentepohliales,Trentepohliaceae,N/A,Cephaleuros
5702,172107,Eukaryota,Metazoa,Xenacoelomorpha,N/A,Nemertodermatida,Nemertodermatidae,N/A,Nemertoderma
5703,169133,Bacteria,N/A,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,N/A,Citricoccus
5704,166415,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,N/A,Heterotrigona
5705,162291,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Planococcaceae,N/A,Planomicrobium
5706,159316,Eukaryota,N/A,Oomycota,N/A,Myzocytiopsidales,Eurychasmataceae,N/A,Eurychasma
5707,154746,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,N/A,Dentipellis
5708,151025,Eukaryota,N/A,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,N/A,Cryothecomonas
5709,150818,Bacteria,N/A,Bacillota,Clostridia,Eubacteriales,Heliobacteriaceae,N/A,Heliophilum
5710,150366,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,N/A,Akanthomyces
5711,150333,Bacteria,N/A,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,N/A,Thermobrachium
5712,150059,Bacteria,N/A,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,N/A,Halonatronum
5713,144548,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,N/A,Heliocybe
5714,141715,Eukaryota,Viridiplantae,Chlorophyta,Mamiellophyceae,Monomastigales,Monomastigaceae,N/A,Monomastix
5715,141402,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Podonidae,N/A,Evadne
5716,139979,Eukaryota,N/A,Rhodophyta,Stylonematophyceae,Stylonematales,Stylonemataceae,N/A,Bangiopsis
5717,139836,Eukaryota,Viridiplantae,Streptophyta,Jungermanniopsida,Porellales,Radulaceae,N/A,Radula
5718,139133,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,N/A,N/A,Sistotremastrum
5719,137742,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,N/A,Abortiporus
5720,136088,Eukaryota,N/A,N/A,N/A,Malawimonadida,Malawimonadidae,N/A,Malawimonas
5721,135858,Bacteria,N/A,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,N/A,Catenibacterium
5722,135491,Eukaryota,N/A,N/A,Dinophyceae,Syndiniales,Syndiniaceae,N/A,Hematodinium
5723,132464,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,N/A,Spatholobus
5724,132185,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,N/A,Ourococcus
5725,127298,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,N/A,Adelpha
5726,124426,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,N/A,Ustilaginoidea
5727,124224,Bacteria,N/A,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,N/A,Brackiella
5728,118529,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Scorpionidae,N/A,Heterometrus
5729,118221,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,N/A,Halimeda
5730,118004,Bacteria,N/A,Chrysiogenota,Chrysiogenia,Chrysiogenales,Chrysiogenaceae,N/A,Chrysiogenes
5731,117533,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Limnadiidae,N/A,Eulimnadia
5732,114154,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,N/A,Dichomitus
5733,114064,Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,N/A,Myrmecia
5734,113286,Bacteria,N/A,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,N/A,Pseudoramibacter
5735,113155,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Scathophagidae,N/A,Nanna
5736,112902,Bacteria,N/A,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,N/A,Propionispora
5737,107944,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Noteridae,N/A,Canthydrus
5738,107449,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,N/A,Phaffia
5739,106298,Eukaryota,Metazoa,Mollusca,Bivalvia,Pectinida,Pectinidae,N/A,Azumapecten
5740,106146,Bacteria,N/A,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,N/A,Pelistega
5741,104751,Eukaryota,Metazoa,Annelida,Polychaeta,Terebellida,Pectinariidae,N/A,Pectinaria
5742,104532,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chaetophorales,Schizomeridaceae,N/A,Schizomeris
5743,104451,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,N/A,Operophtera
5744,101738,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Incurvariidae,N/A,Perthida
5745,101104,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,N/A,Gongronella
5746,97376,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,N/A,Biscogniauxia
5747,96907,Eukaryota,N/A,Euglenozoa,Euglenida,Eutreptiales,N/A,N/A,Eutreptia
5748,94139,Bacteria,N/A,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,N/A,Catenococcus
5749,93111,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,N/A,Bacidia
5750,92993,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,N/A,Glyptapanteles
5751,92691,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Bostrichidae,N/A,Rhyzopertha
5752,91990,Eukaryota,N/A,N/A,Bolidophyceae,Parmales,Triparmaceae,N/A,Bolidomonas
5753,89092,Bacteria,N/A,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,N/A,Ignavigranum
5754,89043,Eukaryota,N/A,N/A,Chrysophyceae,Chromulinales,Chromulinaceae,N/A,Spumella
5755,88416,Eukaryota,N/A,Rhodophyta,Florideophyceae,Gigartinales,Areschougiaceae,N/A,Erythroclonium
5756,88166,Eukaryota,N/A,N/A,Synurophyceae,Ochromonadales,Ochromonadaceae,N/A,Poterioochromonas
5757,86004,Bacteria,N/A,Bacillota,Bacilli,Bacillales,Pasteuriaceae,N/A,Pasteuria
5758,82160,Eukaryota,N/A,N/A,Phaeothamniophyceae,Phaeothamniales,Phaeothamniaceae,N/A,Stichogloea
5759,81945,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Pilobolaceae,N/A,Pilobolus
5760,81593,Eukaryota,N/A,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,N/A,Chylocladia
5761,80744,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Boletales,Serpulaceae,N/A,Serpula
5762,80618,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,N/A,Asterophora
5763,79754,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,N/A,Yamagishiella
5764,79598,Bacteria,N/A,Bacillota,Clostridia,Eubacteriales,Heliobacteriaceae,N/A,Heliorestis
5765,77583,Bacteria,N/A,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,N/A,Craurococcus
5766,77521,Eukaryota,N/A,Apicomplexa,Aconoidasida,Haemosporida,Haemoproteidae,N/A,Haemoproteus
5767,74819,Eukaryota,N/A,Cercozoa,Chlorarachniophyceae,N/A,N/A,N/A,Lotharella
5768,74490,Eukaryota,Metazoa,Mollusca,Bivalvia,Venerida,Veneridae,N/A,Meretrix
5769,72766,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Formicidae,N/A,Formica
5770,72549,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,N/A,Oryctes
5771,71950,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,N/A,Psilocybe
5772,69894,Bacteria,N/A,Bacillota,Clostridia,Peptostreptococcales,Tindalliaceae,N/A,Tindallia
5773,68785,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Sphaerobolaceae,N/A,Sphaerobolus
5774,68776,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,N/A,Cyathus
