family,1000_1_nt_rpm,1000_2_nt_rpm,1000_3_nt_rpm,1000_4_nt_rpm,1000_5_nt_rpm,10000_1_nt_rpm,10000_2_nt_rpm,10000_3_nt_rpm,10000_4_nt_rpm,10000_5_nt_rpm,100000_1_nt_rpm,100000_2_nt_rpm,100000_3_nt_rpm,100000_4_nt_rpm,100000_5_nt_rpm,1000000_1_nt_rpm,1000000_2_nt_rpm,1000000_3_nt_rpm,1000000_4_nt_rpm,1000000_5_nt_rpm,10000000_1_nt_rpm,10000000_2_nt_rpm,10000000_3_nt_rpm,10000000_4_nt_rpm,10000000_5_nt_rpm
Methanococcaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,0.0,2.000016000128001e-06,1.0000060000360005e-06,1.0000080000640005e-06,6.87578710014343e-07,2.062525265868764e-06,1.3758400463319605e-06,6.873812388441177e-07,2.062668312373444e-06
Methanocorpusculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,6.879200231659802e-07,0.0,0.0
Methanomassiliicoccaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375157420028686e-06,0.0,0.0,0.0,1.375112208248963e-06
Methanomethylophilaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875084219562546e-07,0.0,0.0,0.0
Methanomicrobiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000240001920015e-06,2.000020000200002e-06,0.0,8.000048000288004e-06,1.0000080000640005e-06,2.750314840057372e-06,4.125050531737528e-06,6.879200231659802e-07,4.8116686719088236e-06,4.125336624746889e-06
Methanonatronarchaeaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Methanoregulaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,6.875084219562546e-07,2.751680092663921e-06,6.873812388441177e-07,0.0
Methanosarcinaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-05,0.0,1.1000088000704007e-05,2.100021000210002e-05,1.3000104000832007e-05,1.8000108000648007e-05,1.6000128001024008e-05,1.6501889040344232e-05,1.1000134751300074e-05,1.3758400463319606e-05,2.33709621207e-05,1.1688453770116186e-05
Methanospirillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Methanotrichaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,3.0000300003000026e-06,1.0000080000640005e-06,0.0,1.0000080000640005e-06,2.750314840057372e-06,6.875084219562546e-07,1.3758400463319605e-06,2.062143716532353e-06,1.375112208248963e-06
Methylacidiphilaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-06,1.0000080000640005e-06,2.000012000072001e-06,2.000016000128001e-06,3.437893550071715e-06,1.3750168439125092e-06,3.4396001158299023e-06,1.3747624776882353e-06,0.0
Methylobacteriaceae,0.001,0.0,0.0,0.001,0.0,0.0,0.00030000000000000003,0.0002,0.0002,0.0002,0.00014000140001400014,0.00021,0.0002,0.00025,0.00022000220002200022,0.00026900215201721615,0.00024200242002420024,0.00028700229601836814,0.00023100138600831607,0.0002620020960167681,0.00023927739108499138,0.00022619027082360776,0.00026484920891890247,0.00022064937766896176,0.0002736473294415436
Methylococcaceae,0.001,0.0,0.0,0.001,0.0,0.0002,0.0002,0.0,0.0001,0.0002,0.00034000340003400035,0.00032,0.00032,0.00028000000000000003,0.0004000040000400004,0.00025000200001600015,0.00030600306003060034,0.0002740021920175361,0.0003040018240109441,0.00028000224001792015,0.0002839700072359237,0.00028806602879967067,0.00032125865081851284,0.0002777020204930235,0.00027020954892092124
Methylocystaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,3.000030000300003e-05,7.000000000000001e-05,1e-05,1e-05,8.000080000800008e-05,4.0000320002560023e-05,4.000040000400004e-05,5.200041600332803e-05,4.200025200151201e-05,6.400051200409603e-05,5.6381454221176135e-05,5.29381484906316e-05,5.1594001737448524e-05,4.742930548024411e-05,5.5692044434083e-05
Methylohalomonadaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methylophilaceae,0.002,0.0,0.002,0.014,0.004,0.0026,0.002,0.0031,0.0029000000000000002,0.0018000000000000002,0.0024600246002460004,0.00251,0.00229,0.00233,0.0026800268002680006,0.002451019608156672,0.0024640246402464,0.002463019704157476,0.00245901475408836,0.0024310194481553644,0.0024649696754011387,0.002428279746349252,0.002451746962563383,0.0025048172343479207,0.0024972037701799614
Methylopilaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,2e-05,0.0,0.0,1.3000104000832009e-05,1.5000150001500016e-05,1.1000088000704003e-05,1.2000072000432004e-05,3.000024000192002e-06,6.87578710014343e-06,2.7500336878250184e-06,8.255040277991764e-06,6.186431149597058e-06,8.938229353618259e-06
Methylothermaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,2e-05,4e-05,1e-05,2.000020000200002e-05,1.3000104000832009e-05,1.4000140001400014e-05,1.1000088000704003e-05,2.000012000072e-05,1.9000152001216007e-05,1.581431033032989e-05,8.250101063475055e-06,1.3758400463319606e-05,9.623337343817644e-06,6.188004937120333e-06
Metridiidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,1.000010000100001e-05,1e-05,3e-05,0.0,0.0,1.4000112000896006e-05,1.3000130001300014e-05,1.800014400115201e-05,1.8000108000648007e-05,1.6000128001024008e-05,1.2376416780258171e-05,1.5125185283037602e-05,1.9949680671813437e-05,1.7184530971102942e-05,7.563117145369296e-06
Metromonadea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metschnikowiaceae,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,2.000020000200002e-05,5.000040000320003e-06,1.6000160001600015e-05,6.000048000384003e-06,7.000042000252003e-06,2.000016000128001e-06,9.626101940200802e-06,8.93760948543131e-06,3.4396001158299015e-06,5.499049910752941e-06,6.875561041244815e-06
Microascaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000020000200002e-06,2.000016000128001e-06,1.0000060000360005e-06,0.0,2.062736130043029e-06,6.875084219562546e-07,0.0,6.873812388441177e-07,0.0
Microbacteriaceae,0.001,0.002,0.0,0.0,0.001,0.0004,0.0013,0.0006,0.0011,0.0015,0.0011000110001100007,0.0010400000000000001,0.0008,0.00106,0.0011300113001130008,0.0009980079840638085,0.0009760097600976007,0.0009870078960631003,0.0010440062640374643,0.0010460083680668883,0.001022429541791261,0.001060825495078405,0.0010243129144940773,0.001002889227473447,0.000999019019292808
Microbotryaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microbulbiferaceae,0.0,0.001,0.001,0.0,0.0,0.0004,0.0005,0.0002,0.00030000000000000003,0.0004,0.00044000440004400045,0.00035,0.00041000000000000005,0.00026000000000000003,0.00026000260002600025,0.00035600284802278417,0.00033700337003370035,0.0003930031440251522,0.00035100210601263606,0.0003500028000224002,0.00032866262338685593,0.00036437946363681494,0.0003191948907490149,0.00036499943782622647,0.0003774683011643403
Microcionidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873812388441177e-07,0.0
Micrococcaceae,0.0,0.0,0.0,0.0,0.001,0.0004,0.0005,0.00030000000000000003,0.0,0.0,0.00013000130001300012,0.00027,0.0002,0.00023,0.00022000220002200022,0.00022900183201465612,0.00025400254002540024,0.00022700181601452812,0.00025800154800928807,0.00024400195201561612,0.00022965128914479056,0.00025369060770185796,0.0002380203280154292,0.0002185872339524294,0.00022001795331983408
Microcodonidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microcoleaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,3.000030000300003e-05,3.0000000000000004e-05,8e-05,1e-05,1.000010000100001e-05,2.1000168001344013e-05,1.5000150001500013e-05,2.0000160001280012e-05,1.1000066000396005e-05,1.6000128001024008e-05,1.581431033032989e-05,1.925023581477513e-05,1.7198000579149508e-05,1.7871912209947057e-05,2.2001795331983406e-05
Microcystaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,2e-05,0.0,2.000020000200002e-05,1.1000088000704007e-05,1.200012000120001e-05,9.000072000576005e-06,6.000036000216002e-06,7.000056000448003e-06,6.875787100143431e-06,1.1687643173256328e-05,8.942960301157744e-06,1.031071858266176e-05,8.938229353618259e-06
Microdochiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,2.000020000200002e-06,0.0,0.0,0.0,6.87578710014343e-07,1.3750168439125092e-06,6.879200231659802e-07,6.873812388441177e-07,6.875561041244814e-07
Micromonosporaceae,0.0,0.0,0.0,0.0,0.0,0.00030000000000000003,0.0001,0.00030000000000000003,0.0001,0.0002,0.0003200032000320003,0.00018,0.00025,0.00019,0.00020000200002000018,0.0001960015680125441,0.0002110021100211002,0.00024900199201593614,0.00021200127200763207,0.00021800174401395212,0.000236527076244934,0.0002440654897944704,0.00023595656794593125,0.0002261484275797147,0.00019939127019609964
Micronoctuidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Micropepsaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microphasmatidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,0.0,0.0,0.0
Micropsammidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,6.875084219562546e-07,0.0,0.0,0.0
Micropterigidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,0.0,0.0,1.000010000100001e-05,6.000048000384003e-06,4.000040000400004e-06,2.000016000128001e-06,2.000012000072001e-06,6.000048000384003e-06,4.813050970100402e-06,1.3750168439125092e-06,4.127520138995882e-06,4.124287433064706e-06,4.125336624746889e-06
Microscillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375157420028686e-06,0.0,0.0,0.0,0.0
Microsporaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,0.0,0.0,0.0,0.0,0.0
Microthamniaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1.0000080000640005e-06,2.000020000200002e-06,0.0,0.0,0.0,0.0,1.3750168439125092e-06,6.879200231659802e-07,6.873812388441177e-07,0.0
Microthoracidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microthrixaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microthyriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microvenatoraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,3.000024000192002e-06,1.0000060000360005e-06,1.0000080000640005e-06,2.062736130043029e-06,1.3750168439125092e-06,2.063760069497941e-06,1.3747624776882351e-06,1.375112208248963e-06
Microviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000040000320002e-06,1.000010000100001e-06,5.000040000320002e-06,3.0000180001080015e-06,1.0000080000640005e-06,1.375157420028686e-06,6.875084219562546e-07,2.063760069497941e-06,6.873812388441177e-07,1.3751122082489629e-06
Micruropodidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miliolidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,6.87578710014343e-07,1.3750168439125092e-06,0.0,6.873812388441177e-07,0.0
Milleporidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,1.0000080000640005e-06,0.0,6.875084219562546e-07,0.0,0.0,0.0
Milnesiidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miltoncostaeaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,2.000020000200002e-05,5e-05,2e-05,7.000000000000001e-05,3.0000300003000036e-05,2.8000224001792012e-05,2.000020000200002e-05,3.700029600236802e-05,2.8000168001008006e-05,3.1000248001984015e-05,2.475283356051635e-05,1.925023581477513e-05,3.233224108880108e-05,1.9934055926479406e-05,1.7188902603112035e-05
Mimiviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000030000300003e-05,1e-05,1e-05,0.0,3.000030000300003e-05,1.3000104000832007e-05,2.000020000200002e-05,1.6000128001024008e-05,1.3000078000468004e-05,1.700013600108801e-05,1.856462517038726e-05,1.5812693704993856e-05,2.2701360764477352e-05,2.1308818404167647e-05,1.718890260311204e-05
Minwuiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0,3.000030000300003e-05,4e-05,3.0000000000000004e-05,2e-05,4.0000400004000046e-05,2.4000192001536012e-05,2.200022000220002e-05,3.8000304002432015e-05,2.8000168001008006e-05,3.2000256002048016e-05,2.1314940010444635e-05,2.7500336878250184e-05,2.4765120833975293e-05,3.780596813642646e-05,3.3690249102099595e-05
Miridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,1.000010000100001e-05,3.000024000192002e-06,5.000050000500005e-06,4.000032000256002e-06,5.000030000180002e-06,5.000040000320003e-06,9.626101940200802e-06,7.562592641518803e-06,4.815440162161862e-06,8.248574866129412e-06,8.250673249493778e-06
Mitrastemonaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mixiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,6.873812388441177e-07,6.875561041244814e-07
Moinidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875561041244814e-07
Mollisiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000012000072001e-06,0.0,0.0,0.0,0.0,0.0,0.0
Molycolviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moniliellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moniligastridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,1.0000080000640005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monodopsidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.00010000100001000012,0.00011,5e-05,8.999999999999999e-05,9.00009000090001e-05,6.300050400403203e-05,8.200082000820008e-05,9.200073600588804e-05,6.600039600237601e-05,7.800062400499205e-05,0.0001856462517038016,5.637569060041288e-05,8.048664271041972e-05,0.00011204314193159117,7.631872755781746e-05
Monoglobaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monomastigaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000016000128001e-06,1.000010000100001e-06,2.000016000128001e-06,2.000012000072001e-06,3.000024000192002e-06,3.437893550071715e-06,0.0,6.879200231659802e-07,2.062143716532353e-06,1.375112208248963e-06
Monostromataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,6.879200231659802e-07,6.873812388441177e-07,0.0
Monotomidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Montastraeidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moorellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,5.000040000320003e-06,6.000060000600006e-06,3.0000240001920015e-06,4.000024000144002e-06,2.000016000128001e-06,2.062736130043029e-06,4.812558953693783e-06,2.063760069497941e-06,3.436906194220588e-06,0.0
Moraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000060000360005e-06,0.0,6.87578710014343e-07,6.875084219562546e-07,1.3758400463319605e-06,6.873812388441177e-07,1.375112208248963e-06
Moraxellaceae,0.003,0.005,0.005,0.008,0.004,0.005,0.0059,0.0065,0.0037,0.0049,0.005670056700567002,0.00559,0.00541,0.00568,0.006010060100601002,0.005626045008359697,0.005532055320553202,0.005701045608364569,0.005519033114198377,0.005715045720365493,0.005601016171776462,0.005697382292751178,0.005631313309636398,0.005728635244526515,0.005670962746818484
Morchellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,1.0000080000640005e-06,1.000010000100001e-06,3.0000240001920015e-06,2.000012000072001e-06,1.0000080000640005e-06,1.375157420028686e-06,6.875084219562546e-07,6.879200231659802e-07,2.7495249553764707e-06,2.0626683123734445e-06
Morganellaceae,0.0,0.001,0.001,0.002,0.0,0.0007,0.0006000000000000001,0.0004,0.0007,0.0008,0.0006100061000610005,0.00055,0.00045000000000000004,0.00036,0.0007400074000740006,0.0005240041920335363,0.0005270052700527006,0.0005730045840366723,0.0005320031920191522,0.0005090040720325763,0.0005706903293119047,0.0005376315859697911,0.0005723494592740956,0.0005416564162091646,0.00055692044434083
Moritellaceae,0.0,0.001,0.0,0.001,0.0,0.0004,0.0004,0.0008,0.0001,0.00030000000000000003,0.00019000190001900016,0.00017,0.00022,0.00012,0.0002500025000250003,0.0001960015680125441,0.0002250022500225002,0.0001820014560116481,0.00021300127800766804,0.00024000192001536011,0.00023583949753491965,0.0002227527287138265,0.00020981560706562403,0.00019865317802595002,0.00022345573384045648
Mormonillidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Mortierellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,4.000032000256002e-06,5.000050000500005e-06,7.000056000448004e-06,6.0000360002160005e-06,5.000040000320003e-06,6.87578710014343e-06,5.500067375650037e-06,4.8154401621618615e-06,5.499049910752941e-06,3.4377805206224074e-06
Motilibacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrakiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,2e-05,0.0,0.0,1.0000080000640005e-06,0.0,0.0,2.000012000072001e-06,1.0000080000640005e-06,1.375157420028686e-06,6.875084219562546e-07,1.3758400463319607e-06,6.873812388441177e-07,1.3751122082489629e-06
Mucispirillaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,1.0000080000640005e-06,3.000018000108001e-06,0.0,1.375157420028686e-06,0.0,0.0,6.873812388441177e-07,1.375112208248963e-06
Mucoraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,1e-05,1e-05,0.0,1.000010000100001e-05,7.000056000448005e-06,1.000010000100001e-05,1.2000096000768006e-05,5.000030000180002e-06,3.0000240001920015e-06,4.813050970100401e-06,6.187575797606291e-06,6.879200231659803e-06,8.248574866129412e-06,7.563117145369296e-06
Munnopsidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,0.0,6.875561041244814e-07
Muribaculaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,1.000010000100001e-05,0.0,1e-05,0.0,0.0,6.000048000384003e-06,8.000080000800008e-06,1.2000096000768006e-05,1.3000078000468004e-05,9.000072000576005e-06,7.563365810157773e-06,7.562592641518801e-06,1.0318800347489705e-05,1.7871912209947057e-05,1.0313341561867222e-05
Muricidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873812388441177e-07,0.0
Musaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,2.000020000200002e-05,0.0,0.0,0.0,0.0,1.1000088000704007e-05,4.000040000400004e-06,1.0000080000640006e-05,8.000048000288002e-06,5.000040000320002e-06,6.188208390129088e-06,2.7500336878250184e-06,5.503360185327843e-06,8.935956104973529e-06,6.188004937120333e-06
Muscidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,0.0,0.0,3.000024000192002e-06,4.000040000400004e-06,6.000048000384003e-06,4.000024000144002e-06,6.000048000384004e-06,8.93852323018646e-06,7.562592641518801e-06,4.815440162161862e-06,9.623337343817647e-06,7.5631171453692965e-06
Mutelidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000080000640005e-06,0.0,0.0,0.0,6.875084219562546e-07,0.0,0.0,0.0
Mycenaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-06,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,1.3747624776882353e-06,6.875561041244814e-07
Mycetophagidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87578710014343e-07,0.0,0.0,0.0,0.0
Mycetophilidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879200231659802e-07,0.0,0.0
Mychonastaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000010000100001e-05,0.0,0.0,1e-05,0.0,1.0000080000640006e-05,8.000080000800008e-06,1.2000096000768006e-05,4.000024000144001e-06,9.000072000576005e-06,4.813050970100401e-06,7.562592641518803e-06,1.0318800347489704e-05,5.499049910752941e-06,7.563117145369296e-06
Mycobacteriaceae,0.0,0.0,0.0,0.0,0.003,0.0004,0.0002,0.0004,0.0002,0.0005,0.0006000060000600007,0.00039000000000000005,0.00051,0.00041000000000000005,0.0006400064000640006,0.0004970039760318082,0.0005230052300523006,0.0004720037760302082,0.0004810028860173161,0.00046700373602988826,0.0005507505467214887,0.0005066937069817597,0.0005028695369343316,0.0005134737854165559,0.0005225426391346059
