,family,read count,relative error
3995,Amphisiellidae,100K,
3996,Prasiolaceae,100K,
3997,Haloplasmataceae,100K,
3998,Caldisericaceae,100K,
3999,Grammatophoraceae,100K,
4000,Candidatus Methanollivieraceae,100K,
4001,Oltmannsiellopsidaceae,100K,
4002,Callithamniaceae,100K,
4003,Culicoidibacteraceae,100K,
4004,Candidatus Eremiobacteraceae,100K,
4005,Halymeniaceae,100K,
4006,Auriscalpiaceae,100K,
4007,Proteromonadidae,100K,
4008,Gomphaceae,100K,
4009,Piedraiaceae,100K,
4010,Protosteliaceae,100K,
4011,Xylanivirgaceae,100K,
4012,Crassisporiaceae,100K,
4013,Protoceratiaceae,100K,
4014,Candidatus Nanohalobiaceae,100K,
4015,Gloeochaetaceae,100K,
4016,Ceratiaceae,100K,
4017,Picrophilaceae,100K,
4018,Cantharellaceae,100K,
4019,Urostylidae,100K,
4020,Gruberellidae,100K,
4021,Trichonymphidae,100K,
4022,Mastigamoebidae,100K,
4023,Methanopyraceae,100K,
4024,Pseudokeronopsidae,100K,
4025,Sorogenidae,100K,
4026,Sainouridae,100K,
4027,Bacillales Family X. Incertae Sedis,100K,
4028,Achnanthidiaceae,100K,
4029,Goniodomataceae,100K,
4030,Tulamoebidae,100K,
4031,Thoracosphaeraceae,100K,
4032,Gonostomatidae,100K,
4033,Juglanconidaceae,100K,
4034,Candidatus Fermentibacteraceae,100K,
4035,Acavomonidia,100K,
4036,Prochloraceae,100K,
4037,Palmariaceae,100K,
4038,Hydrodictyaceae,100K,
4039,Lagenidiaceae,100K,
4040,Isotrichidae,100K,
4041,Furcellariaceae,100K,
4042,Lemaneaceae,100K,
4043,Lomentariaceae,100K,
4044,Pleistophoridae,100K,
4045,Siphonocladaceae,100K,
4046,Soritidae,100K,
4047,Thermoplasmataceae,100K,
4048,Ophryoscolecidae,100K,
4049,Rhizopogonaceae,100K,
4050,Aulacoseiraceae,100K,
4051,Treubariaceae,100K,
4052,Rotaliidae,100K,
4053,Pilobolaceae,100K,
4054,Harpochytriaceae,100K,
4055,Balliaceae,100K,
4056,Monocercomonadidae,100K,
4057,Peyssonneliaceae,100K,
4058,Retortamonadidae,100K,
4059,Golenkiniaceae,100K,
4060,Blepharismidae,100K,
4061,Spraguidae,100K,
4062,Hapalidiaceae,100K,
4063,Loxocephalidae,100K,
4064,Discocephalidae,100K,
4065,Hymenomonadaceae,100K,
4066,Rhizophydiaceae,100K,
4067,Phaselicystidaceae,100K,
4068,Fervidicoccaceae,100K,
4069,Amylocorticiaceae,100K,
4070,Pinguiochrysidaceae,100K,
4071,Chrysomeridaceae,100K,
4072,Amphidomataceae,100K,
4073,Endictyaceae,100K,
4074,Scotinosphaeraceae,100K,
4075,Lecanographaceae,100K,
4076,Rhoicospheniaceae,100K,
4077,Sarcinochrysidaceae,100K,
4078,Schroederiaceae,100K,
4079,Candidatus Desulfofervidaceae,100K,
4080,Rhogostomidae,100K,
4081,Candidatus Borkfalkiaceae,100K,
4082,Palmellopsidaceae,100K,
4083,Fritschiellaceae,100K,
4084,Nemaliaceae,100K,
4085,Mycoplasmoidaceae,100K,
4086,Conexivisphaeraceae,100K,
4087,Massisteriidae,100K,
4088,Stichococcaceae,100K,
4089,Spondylomoraceae,100K,
4090,Pseudochordaceae,100K,
4091,Ephelotidae,100K,
4092,Caulacanthaceae,100K,
4093,Clavariaceae,100K,
4094,Peltigeraceae,100K,
4095,Sphaerozoidae,100K,
4096,Monoblepharidaceae,100K,
4097,Opalinidae,100K,
4098,Haliphthoraceae,100K,
4099,Striatellaceae,100K,
4100,Caldisphaeraceae,100K,
4101,Teranymphidae,100K,
4102,Boldiaceae,100K,
4103,Aulacodiscaceae,100K,
4104,Haemoproteidae,100K,
4105,Methanonatronarchaeaceae,100K,
4106,Tupiellaceae,100K,
4107,Candidatus Hydromicrobiaceae,100K,
4108,Neomonodaceae,100K,
4109,Gelidiaceae,100K,
4110,Valoniaceae,100K,
4111,Folliculinidae,100K,
4112,Asterolampraceae,100K,
4113,Candidatus Sacchiramonaceae,100K,
4114,Orphellaceae,100K,
4115,Palmellaceae,100K,
4116,Flavobacteriaceae,1M,0.003329828123240668
4117,Pseudoalteromonadaceae,1M,0.006425264880797322
4118,Roseobacteraceae,1M,0.0037781488437078235
4119,Oceanospirillaceae,1M,0.007625310093078816
4120,Alteromonadaceae,1M,0.005226279306841992
4121,Rhodobacteraceae,1M,0.007374267260041994
4122,Erythrobacteraceae,1M,0.013126137861809897
4123,Pelagibacteraceae,1M,0.005351142549900957
4124,Vibrionaceae,1M,0.011305030448698286
4125,Colwelliaceae,1M,0.011412602262931861
4126,Moraxellaceae,1M,0.008072773320847989
4127,Shewanellaceae,1M,0.017256434757176444
4128,Lewinellaceae,1M,0.013450443392803579
4129,Thalassiosiraceae,1M,0.01874426508090763
4130,Halieaceae,1M,0.01131310233728319
4131,Pirellulaceae,1M,0.02548741301094505
4132,Chlorellaceae,1M,0.03721483964936936
4133,Sphingomonadaceae,1M,0.025631838813575877
4134,Chaetocerotaceae,1M,0.01749802762971937
4135,Comamonadaceae,1M,0.019900881257440807
4136,Microbacteriaceae,1M,0.01924051863510313
4137,Saprospiraceae,1M,0.045455619080853354
4138,Burkholderiaceae,1M,0.03518998988453096
4139,Pseudomonadaceae,1M,0.015553611456188162
4140,Verrucomicrobiaceae,1M,0.03471830904494359
4141,Desulfobacteraceae,1M,0.023117245488675383
4142,Desulfobulbaceae,1M,0.03863623282530633
4143,Geobacteraceae,1M,0.07917732163963956
4144,Cryomorphaceae,1M,0.018361341936589996
4145,Cyclobacteriaceae,1M,0.018398690391571246
4146,Synechococcaceae,1M,0.008328996443456804
4147,Mycobacteriaceae,1M,0.04585916552259971
4148,Halomonadaceae,1M,0.04803046124863087
4149,Skeletonemataceae,1M,0.0858467038719867
4150,Bacillariaceae,1M,0.01472027364213017
4151,Bradyrhizobiaceae,1M,0.0603945966024366
4152,Mamiellaceae,1M,0.01540859812107512
4153,Naviculaceae,1M,0.019756668980815375
4154,Phyllobacteriaceae,1M,0.026461185617595456
4155,Hyphomonadaceae,1M,0.04108926620731737
4156,Ectothiorhodospiraceae,1M,0.03976931592923333
4157,Caulobacteraceae,1M,0.07791919509141501
4158,Rhizobiaceae,1M,0.03847791088469808
4159,Suessiaceae,1M,0.0938555411875283
4160,Gomphonemataceae,1M,0.04732418999999551
4161,Methylobacteriaceae,1M,0.11642186416505311
4162,Gemmatimonadaceae,1M,0.11719470344006215
4163,Saccharospirillaceae,1M,0.04035180195442174
4164,Nitrospinaceae,1M,0.10847737300607724
4165,Litoricolaceae,1M,0.05045478604298692
4166,Cryptosporangiaceae,1M,0.3391864972435442
4167,Ferrovaceae,1M,0.34142141565704703
4168,Cellvibrionaceae,1M,0.03529876084979875
4169,Rubricoccaceae,1M,0.04515469400625287
4170,Crocinitomicaceae,1M,0.02797265285789024
4171,Dictyobacteraceae,1M,0.5061943174124038
4172,Pleioneaceae,1M,0.09044674838626178
4173,Devosiaceae,1M,0.0796949393686746
4174,Viruses,1M,0.048320636363670205
4175,Chromatiaceae,1M,0.03750641685127417
4176,Streptomycetaceae,1M,0.057085586285357745
4177,Prolixibacteraceae,1M,0.040189333041196915
4178,Haliscomenobacteraceae,1M,0.027536817176337658
4179,Bernardetiaceae,1M,0.051611693601390035
4180,Planctomycetaceae,1M,0.011351849760769722
4181,Alcaligenaceae,1M,0.06122800230436886
4182,Hoehnelomycetaceae,1M,0.6085806194501846
4183,Phaeodactylaceae,1M,0.037328943830512856
4184,Rhodospirillaceae,1M,0.01876571904867528
4185,Hyphomicrobiaceae,1M,0.02567908693200859
4186,Oxytrichidae,1M,0.13186876261725178
4187,Oxalobacteraceae,1M,0.0574764700906895
4188,Aeromonadaceae,1M,0.07885960033564052
4189,Bacillaceae,1M,0.06853835476271881
4190,Flammeovirgaceae,1M,0.06368670642023815
4191,Desulfonatronaceae,1M,0.30842316931031577
4192,Plagiogrammaceae,1M,0.09754778795162938
4193,Symbiodiniaceae,1M,0.08030713109653893
4194,Amphipleuraceae,1M,0.039811591226064875
4195,Anaerolineaceae,1M,0.10424758621051106
4196,Celerinatantimonadaceae,1M,0.2466074879701454
4197,Bathycoccaceae,1M,0.037416421804435
4198,Arenicellaceae,1M,0.028372311348980325
4199,Spongiibacteraceae,1M,0.01884966677902502
4200,Isosphaeraceae,1M,0.09539940044316282
4201,Hymenobacteraceae,1M,0.0523914567625419
4202,Leptolyngbyaceae,1M,0.08769492708193534
4203,Emcibacteraceae,1M,0.1592539958848076
4204,Roseivirgaceae,1M,0.04803545753242774
4205,Robiginitomaculaceae,1M,0.033370462641867875
4206,Thalassobaculaceae,1M,0.09033907944234155
4207,Spirosomaceae,1M,0.023296682926535296
4208,Porticoccaceae,1M,0.013922136419936447
4209,Reichenbachiellaceae,1M,0.06049384017406843
4210,Rickettsiaceae,1M,0.05295975715492686
4211,Bangiaceae,1M,0.3609923831410727
4212,Hymenochaetaceae,1M,0.37267799624996495
4213,Sphingobacteriaceae,1M,0.017926382462413397
4214,Nocardioidaceae,1M,0.039991483753062294
4215,Promicromonosporaceae,1M,0.3005794522894205
4216,Jonesiaceae,1M,0.7468943965979539
4217,Paenibacillaceae,1M,0.03880681356019908
4218,Pleurosigmataceae,1M,0.07256056184158952
4219,Nitrosomonadaceae,1M,0.05226603727152389
4220,Desulfuromonadaceae,1M,0.03717472118959106
4221,Alcanivoracaceae,1M,0.030296520432679858
4222,Hahellaceae,1M,0.09540103830770268
4223,Bacteriovoracaceae,1M,0.09542064166289702
4224,Cyanidiaceae,1M,0.5303141512089015
4225,Ferrimonadaceae,1M,0.13341664064126335
4226,Granulosicoccaceae,1M,0.045672554117528436
4227,Schleiferiaceae,1M,0.08154753215150046
4228,Chromobacteriaceae,1M,0.10284404681642675
4229,Ilumatobacteraceae,1M,0.03427339367342676
4230,Amorphaceae,1M,0.08477912478906585
4231,Lacipirellulaceae,1M,0.03660887164215894
4232,Fulvivirgaceae,1M,0.05798015419344441
4233,Marivirgaceae,1M,0.09551997907037685
4234,Weeksellaceae,1M,0.0987960827813778
4235,Arcobacteraceae,1M,0.0974981798097206
4236,Stappiaceae,1M,0.068949928385704
4237,Reticulibacteraceae,1M,0.3688555567816588
4238,Marinobacteraceae,1M,0.02337376530791766
4239,Chitinophagaceae,1M,0.046683717205217516
4240,Archangiaceae,1M,0.23657123130220903
4241,Enterobacteriaceae,1M,0.0825960597498542
4242,Pseudonocardiaceae,1M,0.049236888256210934
4243,Pythiaceae,1M,0.3071875478891301
4244,Methylophilaceae,1M,0.08504863409979305
4245,Piscirickettsiaceae,1M,0.05173064815398664
4246,Flabellulidae,1M,
4247,Sporolactobacillaceae,1M,0.7294002970855098
4248,Chlorobiaceae,1M,0.17860828507404514
4249,Nitrosopumilaceae,1M,0.09179357064031157
4250,Sneathiellaceae,1M,0.12477176135958529
4251,Lyophyllaceae,1M,0.3098740839015095
4252,Woeseiaceae,1M,0.060060956493566124
4253,Lentimicrobiaceae,1M,0.20531130052799723
4254,Hydrococcaceae,1M,0.7071067811865476
4255,Salinivirgaceae,1M,0.20360275448198895
4256,Kaistiaceae,1M,0.09990545340404977
4257,Puniceicoccaceae,1M,0.032185335610277685
4258,Methylococcaceae,1M,0.03443242993963747
4259,Streptococcaceae,1M,0.19773659061901808
4260,Hyaloscyphaceae,1M,0.7071067811865476
4261,Gordoniaceae,1M,0.0952246735726304
4262,Chromulinaceae,1M,0.37179633427145803
4263,Nectriaceae,1M,0.18563987787164252
4264,Peptococcaceae,1M,0.02910358216608324
4265,Deferribacteraceae,1M,0.18372443549727793
4266,Licmophoraceae,1M,0.16317897809685394
4267,Stauroneidaceae,1M,0.08743139579494866
4268,Methylothermaceae,1M,0.30462728691553226
4269,Akkermansiaceae,1M,0.027380080078876972
4270,Rubritaleaceae,1M,0.013807445702928342
4271,Wenzhouxiangellaceae,1M,0.06966901107232785
4272,Balneolaceae,1M,0.1040031617441763
4273,Morganellaceae,1M,0.08747002059476862
4274,Azonexaceae,1M,0.3118825830628637
4275,Flexibacteraceae,1M,0.032815016180464514
4276,Stellaceae,1M,0.3365728004459066
4277,Xanthomonadaceae,1M,0.06823872940803118
4278,Oleiphilaceae,1M,0.052743245829312044
4279,Psychromonadaceae,1M,0.050081567988117526
4280,Thiotrichaceae,1M,0.0437326484621719
4281,Aurantimonadaceae,1M,0.051335676301434756
4282,Desulfocapsaceae,1M,0.05620262355046622
4283,Acetobacteraceae,1M,0.0475448466098725
4284,Nostocaceae,1M,0.15295104811779686
4285,Rhodocyclaceae,1M,0.11011989824167935
4286,Marinilabiliaceae,1M,0.07111457295646909
4287,Geminigeraceae,1M,0.030234797031569654
4288,Kordiimonadaceae,1M,0.07274994425731139
4289,Rhodanobacteraceae,1M,0.04028087885286348
4290,Sulfurovaceae,1M,0.07839264545717074
4291,Pasteurellaceae,1M,0.07361454461351032
4292,Bacteroidaceae,1M,0.06257941104845526
4293,Volvocaceae,1M,0.16392775357627304
4294,Saprolegniaceae,1M,0.12195457423605312
4295,Clostridiaceae,1M,0.05437421302022747
4296,Salpingoecidae,1M,0.06674829783581465
4297,Intrasporangiaceae,1M,0.12956538921581112
4298,Nocardiaceae,1M,0.0637416704081697
4299,Amoebophryaceae,1M,0.12763157743647072
4300,Cytophagaceae,1M,0.051216549198329415
4301,Euplotidae,1M,0.25925925925925924
4302,Rhodobiaceae,1M,0.18929260333632558
4303,Erysipelotrichaceae,1M,0.17544488423514668
4304,Lachnospiraceae,1M,0.09969610127862885
4305,Idiomarinaceae,1M,0.04903579248405304
4306,Monodopsidaceae,1M,0.1768216016349996
4307,Sinobacteraceae,1M,0.08694923574826079
4308,Vicingaceae,1M,0.1423057126748196
4309,Ahrensiaceae,1M,0.07973334497796344
4310,Azospirillaceae,1M,0.07769557145287541
4311,Myxococcaceae,1M,0.08566640911358525
4312,Polyangiaceae,1M,0.18193610520004277
4313,Legionellaceae,1M,0.04630300824409365
4314,Micrococcaceae,1M,0.030278258853237778
4315,Thermomonosporaceae,1M,0.17091541886299083
4316,Chlamydomonadaceae,1M,0.12311337696832586
4317,Scenedesmaceae,1M,0.19444069369563385
4318,Taphrinaceae,1M,0.692820323027551
4319,Micromonosporaceae,1M,0.06505819318717421
4320,Bifidobacteriaceae,1M,0.19348406842265348
4321,Methylocystaceae,1M,0.14440721665373127
4322,Laminariaceae,1M,
4323,Fragilariaceae,1M,0.0825552964020229
4324,Lactobacillaceae,1M,0.03275981108142034
4325,Francisellaceae,1M,0.07164445691255747
4326,Ostreobiaceae,1M,0.22017369119317778
4327,Selenastraceae,1M,0.12747548783981963
4328,Pycnococcaceae,1M,0.14425123183221847
4329,Hemidiscaceae,1M,0.5621140651346684
4330,Cymatosiraceae,1M,0.20388857199103358
4331,Campylobacteraceae,1M,0.22724534724786996
4332,Kineosporiaceae,1M,0.18271725940866435
4333,Acidimicrobiaceae,1M,0.07084357879332503
4334,Rubrobacteraceae,1M,0.19516202241747446
4335,Geodermatophilaceae,1M,0.0686375342732467
4336,Crenotrichaceae,1M,0.2966359240948028
4337,Gallionellaceae,1M,0.1597004256983156
4338,Brucellaceae,1M,0.12126525582456558
4339,Opitutaceae,1M,0.05314752370030887
4340,Leptocylindraceae,1M,0.1060222389620267
4341,Prevotellaceae,1M,0.15918454483359362
4342,Deinococcaceae,1M,0.12862041003100252
4343,Herpetosiphonaceae,1M,0.5947617141331808
4344,Eunotiaceae,1M,0.09564610564542442
4345,Fibrobacteraceae,1M,0.18108895570007358
4346,Acidobacteriaceae,1M,0.17530170694756222
4347,Biddulphiaceae,1M,0.11309507509657328
4348,Desulfohalobiaceae,1M,0.156602604522284
4349,Syntrophaceae,1M,0.12478354962115544
4350,Bdellovibrionaceae,1M,0.13797253767624654
4351,Oscillospiraceae,1M,0.1545404678195234
4352,Moritellaceae,1M,0.07946328890525857
4353,Polymastigidae,1M,0.4385290096535146
4354,Noelaerhabdaceae,1M,0.13595950008993485
4355,Pavlovaceae,1M,0.25905796638757855
4356,Desulfarculaceae,1M,0.14648299586945138
4357,Anaulaceae,1M,0.1558511327248758
4358,Holophagaceae,1M,0.465657314657332
4359,Kiloniellaceae,1M,0.04473559096549046
4360,Iamiaceae,1M,0.13690209189087615
4361,Cohaesibacteraceae,1M,0.11126884497027043
4362,Phycisphaeraceae,1M,0.0565439207556593
4363,Lentitheciaceae,1M,0.5003428180039369
4364,Sandaracinaceae,1M,0.1732050807568877
4365,Aspergillaceae,1M,0.16668890951417367
4366,Candidatus Midichloriaceae,1M,0.058184337568893026
4367,Stephanodiscaceae,1M,0.06196605571190965
4368,Candidatus Competibacteraceae,1M,0.06790835838752758
4369,Petrotogaceae,1M,0.26082026547865056
4370,Acidiferrobacteraceae,1M,0.21326099647076505
4371,Microbulbiferaceae,1M,0.07649196394354896
4372,Microthrixaceae,1M,0.2720477828531687
4373,Microcystaceae,1M,0.1041485510208393
4374,Microcoleaceae,1M,0.06932419423397525
4375,Oscillatoriaceae,1M,0.15638347564212224
4376,Erwiniaceae,1M,0.08133392241474852
4377,Yersiniaceae,1M,0.09962182142618789
4378,Micropepsaceae,1M,0.2507385540462557
4379,Immundisolibacteraceae,1M,0.3423265984407288
4380,Microscillaceae,1M,0.07067788914994139
4381,Dysgonomonadaceae,1M,0.09214444675974814
4382,Zoogloeaceae,1M,0.1487460792990379
4383,Chelatococcaceae,1M,0.1515978289830366
4384,Endozoicomonadaceae,1M,0.07207155447013737
4385,Kryptoperidiniaceae,1M,0.16777359131036224
4386,Thiofilaceae,1M,0.2206004399290183
4387,Candidatus Cryosericaceae,1M,0.39123039821797584
4388,Lichenibacteriaceae,1M,0.1908838517377869
4389,Odontellaceae,1M,0.15110552387738385
4390,Sulfuricellaceae,1M,0.07063512654623266
4391,Salibacteraceae,1M,0.09852837274961153
4392,Maricaulaceae,1M,0.0808209414355939
4393,Ornithinimicrobiaceae,1M,0.13193875319076045
4394,Bruguierivoracaceae,1M,0.2885249003225535
4395,Boseaceae,1M,0.11750950168717203
4396,Thalassospiraceae,1M,0.16196923642711983
4397,Mangrovivirgaceae,1M,0.20528862277092338
4398,Perlucidibacaceae,1M,0.14154328253141085
4399,Phototrophicaceae,1M,0.27003086243366087
4400,Ectocarpaceae,1M,0.10437903521875107
4401,Brachyspiraceae,1M,0.0652173913043478
4402,Desulfovibrionaceae,1M,0.10231587266846458
4403,Staurosiraceae,1M,0.07066511019699406
4404,Coscinodiscaceae,1M,0.09599593729017275
4405,Coxiellaceae,1M,0.07677486618025026
4406,Coleofasciculaceae,1M,0.0667324941346272
4407,Prochlorotrichaceae,1M,0.41032590332414487
4408,Leptospiraceae,1M,0.15636409713467234
4409,Chlamydiaceae,1M,0.2780915670973508
4410,Corynebacteriaceae,1M,0.2702386099755934
4411,Streptosporangiaceae,1M,0.09730085108210397
4412,Tribonemataceae,1M,0.22429820066838033
4413,Peronosporaceae,1M,0.06483381740893274
4414,Mortierellaceae,1M,0.24166091947189144
4415,Sordariaceae,1M,0.4575657233497424
4416,Metschnikowiaceae,1M,0.3535533905932738
4417,Sclerotiniaceae,1M,0.11785113019775789
4418,Ceramiaceae,1M,0.4656573146573322
4419,Gigasporaceae,1M,0.39519522597886614
4420,Hemiaulaceae,1M,0.15900493671225968
4421,Piptocephalidaceae,1M,0.5781015385629837
4422,Cellulomonadaceae,1M,0.12499758880433605
4423,Simkaniaceae,1M,0.10012244675372192
4424,Parachlamydiaceae,1M,0.1110610654691251
4425,Stereaceae,1M,
4426,Rikenellaceae,1M,0.17385151673829524
4427,Porphyromonadaceae,1M,0.23779127886386203
4428,Peptostreptococcaceae,1M,0.183768845323552
4429,Planococcaceae,1M,0.29542868261033106
4430,Nitrospiraceae,1M,0.0758046791302634
4431,Syntrophobacteraceae,1M,0.2532857820150768
4432,Geosiphonaceae,1M,0.1407833117812924
4433,Suillaceae,1M,0.4656573146573322
4434,Parvularculaceae,1M,0.136300328086151
4435,Halothiobacillaceae,1M,0.22879456961543765
4436,Diversisporaceae,1M,0.37965759122984744
4437,Stylonemataceae,1M,0.5
4438,Caldilineaceae,1M,0.0472689280527726
4439,Hemiselmidaceae,1M,0.23268886226513022
4440,Leptotrichiaceae,1M,0.37267799624996495
4441,Magnetococcaceae,1M,0.23471837808649754
4442,Ruaniaceae,1M,0.49495915781126276
4443,Ardenticatenaceae,1M,0.16648414080805837
4444,Thermoflexaceae,1M,0.2828427124746191
4445,Marinifilaceae,1M,0.129148730190659
4446,Ichthyobacteriaceae,1M,0.11768778828946258
4447,Pseudanabaenaceae,1M,0.06023335433073389
4448,Spirulinaceae,1M,0.13126015021408252
4449,Kangiellaceae,1M,0.11550831645077997
4450,Calditrichaceae,1M,0.303180046878961
4451,Tannerellaceae,1M,0.1572063604001446
4452,Thiovulaceae,1M,0.12694877000927843
4453,Segnochrobactraceae,1M,0.3535533905932738
4454,Treponemataceae,1M,0.32599431726187994
4455,Desulfallaceae,1M,0.12904454398023096
4456,Candidatus Scalinduaceae,1M,0.14272774324466742
4457,Rhodovibrionaceae,1M,0.16230338367147978
4458,Rhizosoleniaceae,1M,0.07897630256644894
4459,Cesiribacteraceae,1M,0.07948505810607995
4460,Neisseriaceae,1M,0.07691000734891765
4461,Cardiobacteriaceae,1M,0.16369159421463567
4462,Anaplasmataceae,1M,0.1591730625832522
4463,Actinomycetaceae,1M,0.151904867345867
4464,Mycoplasmataceae,1M,0.15407776014853217
4465,Ceratobasidiaceae,1M,0.42235348240158954
4466,Halteriidae,1M,0.15469652674526851
4467,Veillonellaceae,1M,0.3010091508172794
4468,Xylariaceae,1M,0.3504561437925794
4469,Thalassionemataceae,1M,0.24989793835051294
4470,Thoreaceae,1M,0.280056016805602
4471,Enterococcaceae,1M,0.20446790796681774
4472,Brevibacteriaceae,1M,0.280369850530366
4473,Verrucomicrobia subdivision 3,1M,0.0464302108120763
4474,Entomoneidaceae,1M,0.12536589099790071
4475,Alicyclobacillaceae,1M,0.17319559084751665
4476,Desulfomicrobiaceae,1M,0.3302993084099552
4477,Xanthobacteraceae,1M,0.11999585674954587
4478,Lentisphaeraceae,1M,0.12090424107516304
4479,Chroomonadaceae,1M,0.35782425077745145
4480,Salinisphaeraceae,1M,0.2652188937362983
4481,Berkeleyaceae,1M,0.11175968464689713
4482,Thioalkalispiraceae,1M,0.18947204009889893
4483,Chrysochromulinaceae,1M,0.09442548490995292
4484,Rhizopodaceae,1M,0.09780759955449395
4485,Rhodothalassiaceae,1M,0.3364055948997213
4486,Pseudobacteriovoracaceae,1M,0.44598498439971457
4487,Chroococcaceae,1M,0.17070459361164406
4488,Hyellaceae,1M,0.05420967437048524
4489,Thiobacillaceae,1M,0.15429648333769927
4490,Geminicoccaceae,1M,0.16585265515137945
4491,Salinarimonadaceae,1M,0.2651371938619667
4492,Trebouxiaceae,1M,0.2749851363402859
4493,Aestuariivirgaceae,1M,0.18469076961819644
4494,Pyramimonadaceae,1M,0.3905288278548064
4495,Alsobacteraceae,1M,0.38065232663367016
4496,Parvibaculaceae,1M,0.11993924616901445
4497,Natronospirillaceae,1M,0.2075046530909616
4498,Sphingosinicellaceae,1M,0.12269009757681447
4499,Miltoncostaeaceae,1M,0.33238848314186065
4500,Phreatobacteraceae,1M,0.34881407373397993
4501,Zooshikellaceae,1M,0.1602379822488518
4502,Gemmataceae,1M,0.13913095475238327
4503,Acaryochloridaceae,1M,0.17897049210622695
4504,Fastidiosibacteraceae,1M,0.08339046966732278
4505,Prochlorococcaceae,1M,0.21310816697203713
4506,Acholeplasmataceae,1M,0.1805446534297989
4507,Ophiostomataceae,1M,0.6011057519272296
4508,Ustilaginaceae,1M,0.3431159160632973
4509,Bodonidae,1M,0.28523840334983314
4510,Tilletiariaceae,1M,0.34641016151377546
4511,Frankiaceae,1M,0.12728841216065692
4512,Pleomassariaceae,1M,0.5003428180039369
4513,Thermaceae,1M,0.3378398173506196
4514,Stentoridae,1M,0.1172887887664592
4515,Kofleriaceae,1M,0.12606829243224893
4516,Attheyaceae,1M,0.18298126367784995
4517,Patulibacteraceae,1M,0.2627423273322974
4518,Actinospicaceae,1M,0.42303988763509537
4519,Mallomonadaceae,1M,0.5046083923495821
4520,Ignavibacteriaceae,1M,0.26701915740449217
4521,Euzebyaceae,1M,0.04022403973721511
4522,Acanthocerataceae,1M,0.30847319063827994
4523,Chytriomycetaceae,1M,0.1515978289830366
4524,Catalimonadaceae,1M,0.04714045207910315
4525,Merismopediaceae,1M,0.24498666743454278
4526,Pectobacteriaceae,1M,0.1276315774364707
4527,Sterolibacteriaceae,1M,0.16517186816085255
4528,Candidatus Nanopelagicaceae,1M,0.16643566632465157
4529,Thiolinaceae,1M,0.33333333333333337
4530,Capsulimonadaceae,1M,0.2916610405434508
4531,Lachnaceae,1M,
4532,Vitrellaceae,1M,0.14172179141744892
4533,Placidiaceae,1M,
4534,Pontiellaceae,1M,0.1133322902632697
4535,Luteibaculaceae,1M,0.25016174501437877
4536,Afifellaceae,1M,0.18123824130729566
4537,Reyranellaceae,1M,0.07250503969695012
4538,Salsipaludibacteraceae,1M,0.592364296885714
4539,Eubacteriaceae,1M,0.31125697963644244
4540,Algiphilaceae,1M,0.19421926739987574
4541,Terasakiellaceae,1M,0.18997298207062227
4542,Neocallimastigaceae,1M,0.1685499656158105
4543,Dipodascaceae,1M,0.4096633667709063
4544,Astrephomenaceae,1M,0.3333333333333333
4545,Dermabacteraceae,1M,0.25620413997430413
4546,Tolypothrichaceae,1M,0.2868876552746235
4547,Verrucomicrobia subdivision 6,1M,0.26145625829189867
4548,Sanguibacteraceae,1M,0.5733408438122919
4549,Hydrogenophilaceae,1M,0.331644552787437
4550,Tubulinosematidae,1M,0.4
4551,Rhodothermaceae,1M,0.12006260379509372
4552,Synergistaceae,1M,0.2909216675785196
4553,Wrangeliaceae,1M,
4554,Sutterellaceae,1M,0.203100960115899
4555,Toxariaceae,1M,0.2630668208823282
4556,Gaiellaceae,1M,0.39123039821797584
4557,Methanocalculaceae,1M,
4558,Amoebophilaceae,1M,0.14699868159498242
4559,Haloferacaceae,1M,0.5590169943749475
4560,Fimbriimonadaceae,1M,0.28523840334983314
4561,Egicoccaceae,1M,0.5832981110808885
4562,Odoribacteraceae,1M,0.13468587479635233
4563,Caedimonadaceae,1M,0.3537787992171242
4564,Ulnariaceae,1M,0.05439282932204208
4565,Vicinamibacteraceae,1M,0.0909413072319648
4566,Balneatrichaceae,1M,0.2525381361380527
4567,Candidatus Ozemobacteraceae,1M,0.8571428571428573
4568,Calotrichaceae,1M,0.2406615887607151
4569,Koleobacteraceae,1M,0.4714045207910316
4570,Drepanopezizaceae,1M,
4571,Beijerinckiaceae,1M,0.06702898431007279
4572,Spirochaetaceae,1M,0.09302594118979886
4573,Halobacteriovoraceae,1M,0.17529860040463818
4574,Nocardiopsaceae,1M,0.10387500608289797
4575,Parameciidae,1M,0.12547073654266064
4576,Candidatus Paracaedibacteraceae,1M,0.1597710706141851
4577,Propionibacteriaceae,1M,0.16994259999360248
4578,Sedimentisphaeraceae,1M,0.2802221804503746
4579,Dictyotaceae,1M,0.2507385540462557
4580,Staphylococcaceae,1M,0.2577428157000606
4581,Gonapodyaceae,1M,0.6976872406904875
4582,Solirubrobacteraceae,1M,0.18255838059883694
4583,Sporomusaceae,1M,0.19611613513818402
4584,Kribbellaceae,1M,0.29299786090798424
4585,Thermoflexibacteraceae,1M,0.22645239831431752
4586,Usitatibacteraceae,1M,0.3423265984407288
4587,Breoghaniaceae,1M,0.24460097637165845
4588,Methanosarcinaceae,1M,0.11269805083330284
4589,Valsaceae,1M,0.5830951894845301
4590,Trypanosomatidae,1M,0.2430366747211531
4591,Thraustochytriaceae,1M,0.1103736667505583
4592,Pseudocohnilembidae,1M,0.35274257178456336
