,family,read count,relative error
6196,Marasmiaceae,10M,0.24464703624898454
6197,Teratosphaeriaceae,10M,0.1381282571989909
6198,Didymellaceae,10M,0.06257750243306087
6199,Punctulariaceae,10M,0.6210273191490666
6200,Kareniaceae,10M,0.1435631723769747
6201,Nitrososphaeraceae,10M,0.1204310827366463
6202,Euglenaceae,10M,0.1741594025010953
6203,Methanoregulaceae,10M,0.13176156917368248
6204,Jiangellaceae,10M,0.03768255485988315
6205,Candidatus Actinomarinaceae,10M,0.06933915445044084
6206,Motilibacteraceae,10M,0.05233861888250643
6207,Serendipitaceae,10M,0.08849557522123891
6208,Vulgatibacteraceae,10M,0.31659810630483937
6209,Pyrocystaceae,10M,0.08433704334123131
6210,Mychonastaceae,10M,0.14390741258770212
6211,Thorselliaceae,10M,0.18710064474431964
6212,Endomicrobiaceae,10M,0.280056016805602
6213,Sporidiobolaceae,10M,0.0851256530758749
6214,Ventosimonadaceae,10M,0.10453655416390278
6215,Xenococcaceae,10M,0.05692716345676158
6216,Chroococcidiopsidaceae,10M,0.09357945904985936
6217,Symphyonemataceae,10M,0.17142857142857146
6218,Kiritimatiellaceae,10M,0.05397486879233863
6219,Thalassiophysaceae,10M,0.16462367772161732
6220,Desertifilaceae,10M,0.1190644300396337
6221,Silvanigrellaceae,10M,0.10366091385799754
6222,Pyriculariaceae,10M,0.2868876552746235
6223,Vallitaleaceae,10M,0.0558659217877095
6224,Andaluciidae,10M,0.21705505889602877
6225,Stygiellidae,10M,0.12276153553285774
6226,Casimicrobiaceae,10M,0.05714285714285707
6227,Rhabdaerophilaceae,10M,0.1454097115770033
6228,Lichenihabitantaceae,10M,0.06875701018762309
6229,Nitratiruptoraceae,10M,0.15514283231791834
6230,Fluviibacteraceae,10M,0.1076064436466602
6231,Turicibacteraceae,10M,0.22527696653090315
6232,Blastochloridaceae,10M,0.0885847083233039
6233,Zavarziniaceae,10M,0.09694985485568974
6234,Salisaetaceae,10M,0.028861963615450445
6235,Desulfosudaceae,10M,0.07001208335189048
6236,Geminocystaceae,10M,0.10368210551463186
6237,Tricholomataceae,10M,0.05609667517847157
6238,Parmeliaceae,10M,0.06536653190710602
6239,Mixiaceae,10M,0.05785313743502493
6240,Syntrophorhabdaceae,10M,0.03613339216575744
6241,Oligoflexaceae,10M,0.04042189651266119
6242,Orthoseiraceae,10M,0.7071067811865475
6243,Jatrophihabitantaceae,10M,0.07552439966202679
6244,Vaucheriaceae,10M,0.254958387368397
6245,Phaeosphaeriaceae,10M,0.07496908707327092
6246,Tremellaceae,10M,0.06451612903225806
6247,Dacrymycetaceae,10M,
6248,Tilletiaceae,10M,0.09833607525195283
6249,Polyporaceae,10M,0.17568209223157658
6250,Colpodidae,10M,0.13333333333333333
6251,Heliobacteriaceae,10M,0.07596649030739454
6252,Stephanopyxidaceae,10M,0.1217161238900369
6253,Arthrodermataceae,10M,0.13953488372093026
6254,Dinophysiaceae,10M,0.3464101615137755
6255,Gymnodiniaceae,10M,0.14461052795486537
6256,Dietziaceae,10M,0.038154045837744226
6257,Waddliaceae,10M,0.15308850897776363
6258,Pseudoperisporiaceae,10M,0.2309401076758503
6259,Apusomonadidae,10M,0.06139998301773974
6260,Psathyrellaceae,10M,0.10709365261344567
6261,Cymbellaceae,10M,0.08148315810692237
6262,Hydrogenimonaceae,10M,0.1430604368609051
6263,Tabellariaceae,10M,0.1360827634879543
6264,Ambisporaceae,10M,0.07058823529411769
6265,Lichtheimiaceae,10M,0.07326845932174586
6266,Clostridiales Family XVII. Incertae Sedis,10M,0.07751937984496123
6267,Methanocellaceae,10M,0.32826072265931594
6268,Rhabdochlamydiaceae,10M,0.21359653122049926
6269,Jaapiaceae,10M,0.2294508422545566
6270,Triparmaceae,10M,0.07121693075173478
6271,Chthonomonadaceae,10M,0.10169491525423724
6272,Chitinivibrionaceae,10M,0.14540037918743245
6273,Kallotenuaceae,10M,0.10374688659281396
6274,Schizoparmaceae,10M,0.6666666666666666
6275,Trigonopsidaceae,10M,0.3147183169877772
6276,Eggerthellaceae,10M,0.10466648244887092
6277,Stachybotryaceae,10M,0.2127659574468085
6278,Trichosporonaceae,10M,0.13698630136986295
6279,Candidatus Thermochlorobacteriaceae,10M,0.09147671790179418
6280,Haloarculaceae,10M,0.09251848886516154
6281,Muribaculaceae,10M,0.04004430576202013
6282,Pyrinomonadaceae,10M,0.04844893979177114
6283,Raperosteliaceae,10M,0.15214143470471536
6284,Candidatus Sumerlaeaceae,10M,0.2013289182738867
6285,Baekduiaceae,10M,0.1089097485688647
6286,Oedogoniaceae,10M,0.29607193863806863
6287,Helicodictyaceae,10M,0.4948716593053935
6288,Treboniaceae,10M,0.22452077369318366
6289,Ostreibacteriaceae,10M,0.031208122658898656
6290,Leptodontidiaceae,10M,0.40824829046386296
6291,Proschkiniaceae,10M,0.040133136336802586
6292,Caulochytriaceae,10M,0.06710963942462884
6293,Liagoraceae,10M,0.2309401076758503
6294,Derbesiaceae,10M,0.4714045207910317
6295,Melosiraceae,10M,0.35927535585291376
6296,Lophiostomataceae,10M,0.16495721976846447
6297,Orbiliaceae,10M,0.06384393000597881
6298,Halobacteroidaceae,10M,0.0933520056018673
6299,Microbotryaceae,10M,0.28797171505436764
6300,Chordariaceae,10M,0.17213259316477406
6301,Nidulariaceae,10M,0.25531389540169014
6302,Sphaerobacteraceae,10M,0.07351337664466373
6303,Oscillochloridaceae,10M,0.028169014084507008
6304,Desulfurellaceae,10M,0.09869064621268955
6305,Verrucariaceae,10M,0.03636363636363633
6306,Balbianiaceae,10M,0.2721655269759086
6307,Sellaphoraceae,10M,0.11705169667086435
6308,Diademaceae,10M,0.2857142857142857
6309,Didymosphaeriaceae,10M,0.025362307490234094
6310,Ishigeaceae,10M,0.12830005981991682
6311,Cafeteriaceae,10M,0.09134917187262324
6312,Ophiocordycipitaceae,10M,0.05570002760135981
6313,Cordycipitaceae,10M,0.021978021978021952
6314,Natranaerobiaceae,10M,0.40184120650821953
6315,Glomerellaceae,10M,0.1202670707647033
6316,Dientamoebidae,10M,0.20987769063284423
6317,Porosporidae,10M,0.11387507533138813
6318,Diploneidaceae,10M,0.20203050891044214
6319,Scoliotropidaceae,10M,0.4564354645876384
6320,Plectosphaerellaceae,10M,0.17189401703741597
6321,Defluviitaleaceae,10M,0.060773712546276386
6322,Roseiflexaceae,10M,0.12987883626952715
6323,Saccotheciaceae,10M,0.11594885362707587
6324,Borreliaceae,10M,0.13941429613550477
6325,Fervidobacteriaceae,10M,0.12854236420917942
6326,Gloeobacteraceae,10M,0.08530886367537568
6327,Chamaesiphonaceae,10M,0.15123068809523046
6328,Dermocarpellaceae,10M,0.05053071344293878
6329,Naemateliaceae,10M,0.13602720816272096
6330,Mycenaceae,10M,0.1864892954946314
6331,Williamwhitmaniaceae,10M,0.11216257063268227
6332,Gottschalkiaceae,10M,0.20412414523193154
6333,Raineyaceae,10M,0.06448870474225683
6334,Microthamniaceae,10M,0.10526315789473684
6335,Pseudoxanthobacteraceae,10M,0.11073497430217197
6336,Zymomonadaceae,10M,0.09259159104480062
6337,Candidatus Anoxymicrobiaceae,10M,0.38490017945975047
6338,Syntrophomonadaceae,10M,0.10739657990297374
6339,Lindgomycetaceae,10M,0.1760901812651248
6340,Archaeoglobaceae,10M,0.1864156650684136
6341,Thermoproteaceae,10M,0.10497277621629558
6342,Hexamitidae,10M,0.23171760900005756
6343,Protomycetaceae,10M,0.2233531314201633
6344,Neolectaceae,10M,0.13333333333333333
6345,Compsopogonaceae,10M,0.03773584905660373
6346,Ancylistaceae,10M,0.11826054697801269
6347,Paulinellidae,10M,0.08148315810692237
6348,Hericiaceae,10M,0.35006041675945254
6349,Chaetopeltidaceae,10M,0.2013289182738867
6350,Albuginaceae,10M,0.05639334648665598
6351,Choanephoraceae,10M,0.2172418201287335
6352,Surirellaceae,10M,0.1264911064067352
6353,Nautiliaceae,10M,0.15616089484332046
6354,Thermithiobacillaceae,10M,0.07443229275647865
6355,Tetraplosphaeriaceae,10M,0.07407407407407407
6356,Methylacidiphilaceae,10M,0.13362538823488046
6357,Tsukubamonadidae,10M,0.42552315900281695
6358,Candidatus Methanoperedenaceae,10M,0.18442777839082938
6359,Labilitrichaceae,10M,0.0674820070326513
6360,Atopobiaceae,10M,0.08908091522823958
6361,Violaceomycetaceae,10M,0.14380637019563336
6362,Togniniaceae,10M,0.1649572197684645
6363,Longimicrobiaceae,10M,0.13323467750529824
6364,Coelosphaeriaceae,10M,0.2050328489905446
6365,Cyanothecaceae,10M,0.10497277621629561
6366,Thermoanaerobaculaceae,10M,0.43281384415411206
6367,Terrimicrobiaceae,10M,0.2868876552746235
6368,Tepidanaerobacteraceae,10M,0.2857142857142857
6369,Sphaerochaetaceae,10M,0.19356023542631898
6370,Catenulisporaceae,10M,0.10778443113772453
6371,Nosematidae,10M,0.10095837059200488
6372,Thermodesulfobacteriaceae,10M,0.08583660904206047
6373,Blastocladiaceae,10M,0.08075652859817153
6374,Helotiaceae,10M,0.10686051964377564
6375,Tetrabaenaceae,10M,0.015503875968992296
6376,Kosmotogaceae,10M,0.12468524615261825
6377,Spiroplasmataceae,10M,0.25712973861329
6378,Agaricaceae,10M,0.1359665309008602
6379,Pseudeurotiaceae,10M,0.08640987597877145
6380,Acidothermaceae,10M,0.27328786380744813
6381,Paraglomeraceae,10M,0.07324541977992666
6382,Massarinaceae,10M,0.13514747567989716
6383,Armatimonadaceae,10M,0.06090392504331492
6384,Paraliaceae,10M,0.11844459065026866
6385,Gelatoporiaceae,10M,0.2160246899469287
6386,Trichocoleusaceae,10M,0.11287624564963133
6387,Candidatus Mcinerneyibacteriaceae,10M,0.12420546382981329
6388,Prorocentraceae,10M,0.1884319000624003
6389,Pezizaceae,10M,0.11782658554890317
6390,Entomoplasmataceae,10M,0.23570226039551584
6391,Cercomonadidae,10M,0.12276153553285774
6392,Hydnaceae,10M,0.1774803181304348
6393,Catenariaceae,10M,0.10744838808454747
6394,Philasteridae,10M,0.2961072715266291
6395,Cucurbitariaceae,10M,0.14401645996461912
6396,Thermoanaerobacterales Family III. Incertae Sedis,10M,0.07852069552459466
6397,Christensenellaceae,10M,0.10375495337508202
6398,Entophysalidaceae,10M,0.03636363636363633
6399,Gloeomargaritaceae,10M,0.18100863531496694
6400,Hypoxylaceae,10M,0.1195103079889177
6401,Vallicoccaceae,10M,0.149441897203585
6402,Antricoccaceae,10M,0.051062779080338044
6403,Thermosynechococcaceae,10M,0.09072184232530288
6404,Auriculariaceae,10M,0.25531389540169014
6405,Lipomycetaceae,10M,0.10801234497346433
6406,Hildenbrandiaceae,10M,0.2671889603040944
6407,Unikaryonidae,10M,0.2062710305628693
6408,Bondarzewiaceae,10M,0.19289043372459627
6409,Elsinoaceae,10M,0.13041013273932525
6410,Amanitaceae,10M,0.16355112715421935
6411,Pneumocystidaceae,10M,0.1462911079597989
6412,Sphaeropleaceae,10M,0.15188169985127126
6413,Cryptobasidiaceae,10M,0.12867438609987122
6414,Steccherinaceae,10M,0.16495721976846447
6415,Bionectriaceae,10M,0.1818181818181818
6416,Delitschiaceae,10M,0.46153846153846156
6417,Pisolithaceae,10M,0.17213259316477408
6418,Erythrotrichiaceae,10M,0.24532669073132912
6419,Pterulaceae,10M,0.38490017945975047
6420,Corynesporascaceae,10M,0.11068063878949666
6421,Pseudourostylidae,10M,0.3529411764705882
6422,Tritrichomonadidae,10M,0.30429030972509225
6423,Physalacriaceae,10M,0.15130002102142648
6424,Powellomycetaceae,10M,0.2416273297144472
6425,Cyphellophoraceae,10M,0.06804138174397716
6426,Egibacteraceae,10M,0.08695652173913043
6427,Gomontiellaceae,10M,0.20058879684061964
6428,Irpicaceae,10M,0.2
6429,Neotessellaceae,10M,0.23556208657378389
6430,Picocystaceae,10M,0.08781607059835028
6431,Rhynchomonadidae,10M,0.4
6432,Cylindrosympodiaceae,10M,0.4
6433,Dissulfurirhabdaceae,10M,0.11785113019775786
6434,Natronogracilivirgulaceae,10M,0.06620484352491308
6435,Chloroflexaceae,10M,0.1456798087922095
6436,Methanococcaceae,10M,0.14816651491135682
6437,Desulfurococcaceae,10M,0.2732520204255893
6438,Chlorococcaceae,10M,
6439,Bryopsidaceae,10M,0.4948716593053936
6440,Dasycladaceae,10M,0.23556208657378389
6441,Morchellaceae,10M,0.1864156650684136
6442,Paxillaceae,10M,0.1649572197684645
6443,Phyllophoraceae,10M,0.24000000000000005
6444,Ahnfeltiaceae,10M,0.40824829046386296
6445,Delesseriaceae,10M,0.25712973861329
6446,Kallymeniaceae,10M,0.2222222222222222
6447,Champiaceae,10M,0.5454545454545455
6448,Rhodymeniaceae,10M,0.2222222222222222
6449,Chaetophoraceae,10M,0.5454545454545455
6450,Leptosphaeriaceae,10M,0.08219178082191779
6451,Labyrinthulaceae,10M,0.2222222222222222
6452,Dasyaceae,10M,0.2222222222222223
6453,Caulerpaceae,10M,0.20689655172413796
6454,Dichotomosiphonaceae,10M,0.6210273191490666
6455,Patellariaceae,10M,0.23030565563182256
6456,Metopidae,10M,0.15713484026367724
6457,Glaucocystaceae,10M,0.10509693093291897
6458,Crypthecodiniaceae,10M,0.425523159002817
6459,Euglyphidae,10M,0.5254846546645949
6460,Tuberaceae,10M,0.31739681904634887
6461,Sparassidaceae,10M,0.5254846546645949
6462,Strophariaceae,10M,0.22353327915593202
6463,Ascoideaceae,10M,0.141841053000939
6464,Ascodesmidaceae,10M,0.21980537796523764
6465,Lauderiaceae,10M,0.25531389540169014
6466,Physciaceae,10M,0.15252190778324748
6467,Phacotaceae,10M,0.40824829046386296
6468,Ramalinaceae,10M,0.2252769665309031
6469,Thelephoraceae,10M,0.1154700538379252
6470,Strombidiidae,10M,0.22527696653090312
6471,Dothioraceae,10M,0.13205891141466733
6472,Peridiniaceae,10M,0.20412414523193148
6473,Clathraceae,10M,0.4625924443258073
6474,Omphalotaceae,10M,0.05309734513274339
6475,Galaxauraceae,10M,0.4714045207910317
6476,Faucheaceae,10M,0.5
6477,Vorticellidae,10M,0.34815531191139565
6478,Umbilicariaceae,10M,0.10526315789473684
6479,Ferroplasmaceae,10M,0.40824829046386296
6480,Chaetosphaeriaceae,10M,0.16495721976846447
6481,Crepidotaceae,10M,0.16650906221849357
6482,Sulfolobaceae,10M,0.24002743327436518
6483,Acrosymphytaceae,10M,
6484,Acinetosporaceae,10M,0.38717099668055127
6485,Myriangiaceae,10M,0.35954213213893327
6486,Acrospermaceae,10M,0.08695652173913043
6487,Eurychasmataceae,10M,0.2857142857142857
6488,Tokophryidae,10M,
6489,Dictyoglomaceae,10M,0.2449489742783178
6490,Rhabdonemataceae,10M,0.1818181818181818
6491,Trypetheliaceae,10M,0.2732520204255893
6492,Argynnaceae,10M,0.2945929562327194
6493,Microthyriaceae,10M,0.15318833724101408
6494,Orthodonellidae,10M,
6495,Epitheliaceae,10M,0.2857142857142857
6496,Hygrophoropsidaceae,10M,0.21650635094610962
6497,Phanerochaetaceae,10M,0.14142135623730956
6498,Chlorocystidaceae,10M,0.28867513459481287
6499,Cryphonectriaceae,10M,0.1818181818181818
6500,Prymnesiaceae,10M,0.18181818181818182
6501,Myzocytiopsidaceae,10M,
6502,Gloeophyllaceae,10M,0.28005601680560194
6503,Actinopolysporaceae,10M,0.0427666866066389
6504,Amniculicolaceae,10M,0.08148315810692237
6505,Dissoconiaceae,10M,0.29701306567998836
6506,Thermosporotrichaceae,10M,0.2396772836593889
6507,Thermogemmatisporaceae,10M,0.1928904337245963
6508,Plagiacanthidae,10M,
6509,Sympoventuriaceae,10M,0.0981976520775732
6510,Psalteriomonadidae,10M,
6511,Stephanoecidae,10M,0.2721655269759086
6512,Chilodonellidae,10M,0.11764705882352938
6513,Dehalococcoidaceae,10M,0.2238260118873688
6514,Monomastigaceae,10M,0.1982539047110603
6515,Radialiplicataceae,10M,0.2945929562327194
6516,Marsupiomonadaceae,10M,0.10154468290078698
6517,Microdochiaceae,10M,0.19861453057473935
6518,Candidatus Clavichlamydiaceae,10M,0.28688765527462345
6519,Mrakiaceae,10M,0.1531883372410141
6520,Trimorphomycetaceae,10M,0.14380637019563333
6521,Cuniculitremaceae,10M,0.20203050891044216
6522,Halococcaceae,10M,0.17213259316477406
6523,Koliellaceae,10M,0.1818181818181818
6524,Thioalkalibacteraceae,10M,0.05891859124654388
6525,Mastogloiaceae,10M,0.16236203086603762
6526,Coprothermobacteraceae,10M,0.16650906221849357
6527,Phaeomoniellaceae,10M,0.23472626340651012
6528,Thermotomaculaceae,10M,0.2843521121115628
6529,Candidatus Magnetaquicoccaceae,10M,0.08882311833686546
6530,Hazeniaceae,10M,
6531,Lineolataceae,10M,0.12244897959183676
6532,Candidatus Limnocylindraceae,10M,0.5163977794943222
6533,Kytococcaceae,10M,0.1895818206223832
6534,Atribacteraceae,10M,0.1818181818181818
6535,Psittacicellaceae,10M,0.06471690422564413
6536,Candidatus Aquicultoraceae,10M,0.03921568627450984
6537,Hyphodiscaceae,10M,0.4018412065082195
6538,Tricladiaceae,10M,0.1846297435308036
6539,Dimargaritaceae,10M,0.17718429716424697
6540,Thermococcaceae,10M,0.1511938638579655
6541,Schizophyllaceae,10M,0.26877039789192064
6542,Vannellidae,10M,0.06451612903225806
6543,Stypocaulaceae,10M,0.26490647141300877
6544,Ceratocystidaceae,10M,0.1283000598199168
6545,Limnochordaceae,10M,0.15214515486254612
6546,Abitibacteriaceae,10M,0.10154468290078698
6547,Candidatus Termititenacaceae,10M,0.10526315789473684
6548,Phaeotrichaceae,10M,0.13333333333333333
6549,Phaeosaccionaceae,10M,0.2222222222222222
6550,Jakobidae,10M,0.16236203086603762
6551,Triceratiaceae,10M,0.15876016159570033
6552,Scinaiaceae,10M,0.7071067811865476
6553,Lophiotremataceae,10M,0.10942024088643865
6554,Colponemidia,10M,0.29607193863806863
6555,Sargassaceae,10M,0.07698003589195009
6556,Ascobolaceae,10M,0.2553138954016902
6557,Sphacelariaceae,10M,0.1818181818181818
6558,Ralfsiaceae,10M,0.4330127018922193
6559,Plocamiaceae,10M,0.42552315900281695
6560,Onygenaceae,10M,0.1160517706371319
6561,Exidiaceae,10M,0.22222222222222224
6562,Uronematidae,10M,0.10497277621629558
6563,Pluteaceae,10M,0.33554819712314443
6564,Paraphysomonadaceae,10M,
6565,Myxotrichaceae,10M,0.2002752926285855
6566,Diatrypaceae,10M,0.33554819712314443
6567,Sporormiaceae,10M,0.15384615384615388
6568,Harpellaceae,10M,0.34815531191139565
6569,Botryobasidiaceae,10M,0.36275250202435644
6570,Gautieriaceae,10M,0.36885555678165877
6571,Meruliaceae,10M,0.42552315900281695
6572,Magnaporthaceae,10M,0.3253000243161777
6573,Methanocorpusculaceae,10M,0.21650635094610962
6574,Hibberdiaceae,10M,0.4
6575,Rutstroemiaceae,10M,0.20412414523193148
6576,Choristocarpaceae,10M,0.3355481971231445
6577,Astraeaceae,10M,0.11764705882352941
6578,Zopfiaceae,10M,0.12353898164597911
6579,Paramoebidae,10M,0.2610992342896677
6580,Segniliparaceae,10M,0.26600681455597813
6581,Culicosporidae,10M,0.46681174370702
6582,Serpulaceae,10M,0.1320589114146673
6583,Akkesiphycaceae,10M,
6584,Wallemiaceae,10M,0.16597653257732312
6585,Pasteuriaceae,10M,0.40824829046386296
6586,Histionidae,10M,0.3042903097250923
6587,Schizoporaceae,10M,0.5797442681353792
6588,Elusimicrobiaceae,10M,0.28571428571428575
6589,Rhodellaceae,10M,0.4564354645876384
6590,Ceraceosoraceae,10M,0.26600681455597813
6591,Chrysanthemodiscaceae,10M,0.42552315900281695
6592,Phacaceae,10M,0.3871709966805513
6593,Trematosphaeriaceae,10M,0.3600411499115478
6594,Proteinivoraceae,10M,0.16650906221849357
6595,Methanomassiliicoccaceae,10M,0.36004114991154784
6596,Pseudomuriellaceae,10M,0.38490017945975047
6597,Chlorociboriaceae,10M,0.2442541224000118
6598,Klossiellidae,10M,0.5773502691896257
6599,Prasinococcaceae,10M,0.13333333333333333
6600,Ploettnerulaceae,10M,0.1360827634879543
6601,Diplonemidae,10M,0.28867513459481287
6602,Podosporaceae,10M,0.07698003589195009
6603,Pleurastraceae,10M,0.28867513459481287
6604,Ktedonosporobacteraceae,10M,0.13518379100385772
6605,Mollisiaceae,10M,0.3152824551362304
6606,Raphidocystidae,10M,0.42552315900281695
6607,Thermohalobacteraceae,10M,0.09965643966779078
6608,Thermostichaceae,10M,0.5454545454545454
6609,Candidatus Anstonellaceae,10M,
6610,Candidatus Absconditicoccaceae,10M,0.3448275862068966
6611,Petrachlorosaceae,10M,
6612,Peniophoraceae,10M,0.19354838709677422
6613,Gloniaceae,10M,0.21040635288254325
6614,Oocystaceae,10M,0.2028602064833949
6615,Thermoleophilaceae,10M,0.2343647041398342
6616,Sphaerobolaceae,10M,0.18002057495577392
6617,Malawimonadidae,10M,0.3265986323710904
6618,Xylonaceae,10M,0.26646935501059654
6619,Sarocladiaceae,10M,0.25
6620,Dissulfurispiraceae,10M,0.10206207261596574
6621,Endocladiaceae,10M,
6622,Scytosiphonaceae,10M,0.2732520204255893
6623,Ascosphaeraceae,10M,0.18236706814406442
6624,Microascaceae,10M,0.2013289182738867
6625,Solieriaceae,10M,0.34815531191139565
6626,Trentepohliaceae,10M,0.42552315900281695
6627,Schizomeridaceae,10M,0.3355481971231445
6628,Cladostephaceae,10M,
6629,Dermateaceae,10M,0.07698003589195009
6630,Melanogastraceae,10M,0.38490017945975047
6631,Ochromonadaceae,10M,0.2945929562327194
6632,Uronychiidae,10M,
6633,Dubosqiidae,10M,0.408248290463863
6634,Coleosporiaceae,10M,0.26490647141300877
6635,Ordosporidae,10M,0.33554819712314443
6636,Boletinellaceae,10M,0.2857142857142857
6637,Thermomicrobiaceae,10M,0.2721655269759086
6638,Collodictyonidae,10M,0.6666666666666666
6639,Centritractaceae,10M,
6640,Ulotrichaceae,10M,0.1818181818181818
