Family,read10000000_rep1,read10000000_rep2,read10000000_rep3,read10000000_rep4,read10000000_rep5,gut_combined_10000000_1,gut_combined_10000000_2,gut_combined_10000000_3,gut_combined_10000000_4,gut_combined_10000000_5,meta_mean,pam_mean,meta_std,pam_std
Streptomycetaceae,0.0,0.0,0.0,0.0,0.0,0.012025611270442141,0.012107929343335289,0.011995368869419588,0.011843755168350912,0.012108077399976434,0.0,0.012016148410304874,0.0,0.00010853046084250408
Succinivibrionaceae,0.0,0.0,0.0,0.0,0.0,4.562644974241359e-06,3.0467864477441594e-06,0.0,0.0,3.044525370876649e-06,0.0,2.1307913585724335e-06,0.0,2.041348358573581e-06
Surface 1,0.0,0.0,0.0,0.0,0.0,3.954292311009177e-05,3.808483059680199e-05,2.584881110155064e-05,3.3547394580110735e-05,2.4356202967013194e-05,0.0,3.227603247111367e-05,0.0,6.931793973125739e-06
Sutterellaceae,0.0,0.0,0.0,0.0,0.0,7.604408290402264e-06,4.570179671616239e-06,9.123109800547285e-06,6.099526287292861e-06,0.0,0.0,5.4794448099717296e-06,0.0,3.5009764321036536e-06
Syndiniales,0.0,0.0,0.0,0.0,0.0,1.6075303913613638e-06,1.8239264258667053e-06,1.8204843405442137e-06,1.597494844163875e-06,1.879528257911243e-06,0.0,1.74579285196948e-06,0.0,1.3292633276592816e-07
TM146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0410366001824284e-06,0.0,4.566788056314973e-06,0.0,1.5215649312994803e-06,0.0,2.1521882790632093e-06
TTA-B1,0.0,0.0,0.0,0.0,0.0,3.041763316160906e-06,3.0467864477441594e-06,3.0410366001824284e-06,0.0,3.044525370876649e-06,0.0,2.4348223469928284e-06,0.0,1.3611089927134817e-06
Terrestrial Miscellaneous Gp(TMEG),0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,0.0,3.0497631436464304e-06,0.0,0.0,1.2193099182781179e-06,0.0,1.6696091987681337e-06
Thermococcaceae,0.0,0.0,0.0,0.0,0.0,9.125289948482717e-06,1.0663752567104558e-05,1.2164146400729714e-05,1.0674171002762507e-05,9.133576112629947e-06,0.0,1.0352187206341888e-05,0.0,1.2722256620163098e-06
Thermoplasmatales Candidatus Methanomethylophilus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0497631436464304e-06,0.0,0.0,6.09952628729286e-07,0.0,1.3638955408933749e-06
Thermoplasmatales uncultured,0.0,0.0,0.0,0.0,0.0,3.041763316160906e-06,0.0,0.0,0.0,0.0,0.0,6.083526632321811e-07,0.0,1.3603179092801938e-06
Thraustochytriaceae,0.0,0.0,0.0,0.0,0.0,8.535559600148835e-08,0.0,9.955773737351172e-08,7.13167341144587e-08,2.8477700877443077e-08,0.0,5.6941553673380375e-08,0.0,4.148094194334206e-08
Trebouxiophyceae,0.0,0.0,0.0,0.0,0.0,0.0,5.6997700808334555e-08,0.0,5.705338729156697e-08,4.2716551316164614e-08,0.0,3.135352788321323e-08,0.0,2.9211778881160827e-08
Tremellales,0.0,0.0,0.0,0.0,0.0,4.196650136739844e-06,4.4743195134542625e-06,4.835661529570568e-06,4.678377757908491e-06,5.197180410133361e-06,0.0,4.676437869561304e-06,0.0,3.766884750945917e-07
Trichostomatia,0.0,0.0,0.0,0.0,0.0,0.0,2.1374137803125457e-07,7.111266955250836e-08,1.711601618747009e-07,0.0,0.0,9.120284189169276e-08,0.0,9.804131478737955e-08
Trueperaceae,0.0,0.0,0.0,0.0,0.0,3.041763316160906e-06,4.570179671616239e-06,4.5615549002736424e-06,6.099526287292861e-06,7.6113134271916225e-06,0.0,5.1768675205070545e-06,0.0,1.7380431383115054e-06
Tylenchida,0.0,0.0,0.0,0.0,0.0,6.828447680119068e-07,7.837183861146001e-07,7.680168311670902e-07,8.130107689048292e-07,8.400921758845707e-07,0.0,7.775365860165994e-07,0.0,5.972227444010658e-08
Unknown Family,0.0,0.0,0.0,0.0,0.0,2.2813224871206793e-05,2.8944471253569516e-05,2.280777450136821e-05,2.592298672099466e-05,2.2833940281574868e-05,0.0,2.4664479525742806e-05,0.0,2.744428028692126e-06
Verrucomicrobiaceae,0.0,0.0,0.0,0.0,0.0,8.212760953634446e-05,9.292698665619686e-05,8.971057970538163e-05,9.606753902486256e-05,0.00010351386260980606,0.0,9.286931550651833e-05,0.0,7.888285645182329e-06
Vibrionaceae,0.0,0.0,0.0,0.0,0.0,0.00011558700601411442,8.683341376070854e-05,8.362850650501678e-05,8.539336802210006e-05,9.742481186805277e-05,0.0,9.377342123399851e-05,0.0,1.3327353684655895e-05
Violaceomyces palustris   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.149511930717457e-06,0.0,7.97375624568406e-06,0.0,3.2246536352803034e-06,0.0,4.415976053967552e-06
Weeksellaceae,0.0,0.0,0.0,0.0,0.0,1.3687934922724077e-05,1.3710539014848717e-05,7.6025915004560704e-06,4.574644715469646e-06,1.2178101483506597e-05,0.0,1.035076232740102e-05,0.0,4.08289009994342e-06
Woeseiaceae,0.0,0.0,0.0,0.0,0.0,2.7375869845448154e-05,2.1327505134209117e-05,1.824621960109457e-05,2.1348342005525015e-05,1.8267152225259893e-05,0.0,2.131301776230735e-05,0.0,3.72297531886594e-06
Xanthobacteraceae,0.0,0.0,0.0,0.0,0.0,0.011433988305448844,0.01153665688438326,0.011482954202288849,0.011290223157779085,0.011522006266082678,0.0,0.011453165763196544,0.0,9.939215361898698e-05
Xanthomonadaceae,0.0,0.0,0.0,0.0,0.0,9.125289948482717e-06,9.140359343232478e-06,6.082073200364857e-06,1.3723934146408937e-05,0.0,0.0,7.614331327697798e-06,0.0,5.05630449530737e-06
Xylariaceae,0.0,0.0,0.0,0.0,0.0,1.6900408008294692e-05,8.962888452110607e-06,1.929997851655077e-05,1.172447108841701e-05,1.1262930697028734e-05,0.0,1.3630135352480363e-05,0.0,4.297098222802624e-06
Yersiniaceae,0.0,0.0,0.0,0.0,0.0,1.6729698238884983e-05,0.0,0.0,1.5248815718232153e-05,0.0,0.0,6.395702791423428e-06,0.0,8.773313413295574e-06
[Eubacterium] coprostanoligenes group,0.0,0.0,0.0,0.0,0.0,0.01813043024597708,0.01816646419467455,0.018080483106384628,0.018068321744533277,0.018183427777560785,0.0,0.018125825413826062,0.0,5.08756919414011e-05
pItb-vmat-80,0.0,0.0,0.0,0.0,0.0,1.064617160656317e-05,1.5233932238720797e-05,9.123109800547285e-06,2.2873223577348227e-05,9.133576112629947e-06,0.0,1.3402002667161884e-05,0.0,5.856257032752712e-06
uncultured,0.0,0.0,0.0,0.0,0.0,2.4334106529287247e-05,0.00011425449179040597,7.6025915004560704e-06,6.102378956657439e-05,4.414561787771141e-05,0.0,5.027211945288702e-05,0.0,4.104980368963174e-05
uncultured Actinomycetales bacterium  ,0.0,0.0,0.0,0.0,0.0,1.3687934922724077e-05,1.5233932238720797e-05,1.9766737901185782e-05,1.98234604337018e-05,1.2178101483506597e-05,0.0,1.6138033395967812e-05,0.0,3.5089639147156145e-06
uncultured Chytridiomycota  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8445067821003343e-08,0.0,0.0,0.0,5.6890135642006685e-09,0.0,1.2721021054471058e-08
uncultured Firmicutes bacterium ,0.0,0.0,0.0,0.0,0.0,0.0,3.0467864477441594e-06,4.5615549002736424e-06,0.0,0.0,0.0,1.5216682696035603e-06,0.0,2.1513553375010187e-06
uncultured bacterium  ,0.0,0.0,0.0,0.0,0.0,6.083526632321812e-06,6.093572895488319e-06,4.5615549002736424e-06,4.574644715469646e-06,0.0,0.0,4.262659828710684e-06,0.0,2.501236705275238e-06
uncultured bacterium   ,0.0,0.0,0.0,0.0,0.0,3.041763316160906e-06,9.140359343232478e-06,4.5615549002736424e-06,7.624407859116077e-06,6.089050741753298e-06,0.0,6.0914272321072805e-06,0.0,2.412829336105048e-06
uncultured eukaryote,0.0,0.0,0.0,0.0,0.0,2.845186533382945e-08,0.0,0.0,0.0,0.0,0.0,5.69037306676589e-09,0.0,1.272406099462248e-08
uncultured eukaryote   ,0.0,0.0,0.0,0.0,0.0,5.69037306676589e-08,0.0,7.111266955250836e-08,0.0,0.0,0.0,2.5603280044033452e-08,0.0,3.541682717902503e-08
uncultured fungus  ,0.0,0.0,0.0,0.0,0.0,8.535559600148835e-08,7.124712601041818e-08,8.533520346301003e-08,1.1410677458313393e-07,8.543310263232923e-08,0.0,8.829556053807594e-08,0.0,1.56721780639617e-08
uncultured glomeraceous AM fungus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6890135642006685e-08,4.279004046867522e-08,0.0,0.0,1.993603522213638e-08,0.0,2.7749989165698203e-08
uncultured soil fungus  ,0.0,0.0,0.0,0.0,0.0,1.1295390537530291e-05,0.0,0.0,0.0,0.0,0.0,2.259078107506058e-06,0.0,5.051452214865124e-06
unknown,0.0,0.0,0.0,0.0,0.0,0.0015412092227241945,0.0015322084355562234,0.0015350433856988336,0.0015178004662552607,0.0014676903432571844,0.0,0.0015187903706983395,0.0,2.9828688382943865e-05
